c_id;date;percent_anxiety;percent_druguse;percent_depression;percent_alcohol
LVA;2018;4.05;1.28;4.03;2.31
LVA;2019;4.05;1.27;4.05;2.3
LBN;1990;6.3;0.44;4.66;0.45
LBN;1991;6.3;0.44;4.72;0.45
LBN;1992;6.3;0.45;4.78;0.45
LBN;1993;6.3;0.46;4.84;0.45
LBN;1994;6.3;0.47;4.9;0.45
LBN;1995;6.3;0.47;4.95;0.45
LBN;1996;6.27;0.48;5;0.44
LBN;1997;6.22;0.49;5.07;0.44
LBN;1998;6.15;0.51;5.14;0.44
LBN;1999;6.1;0.52;5.2;0.44
LBN;2000;6.08;0.53;5.24;0.44
LBN;2001;6.09;0.54;5.27;0.44
LBN;2002;6.09;0.55;5.29;0.43
LBN;2003;6.1;0.56;5.31;0.43
LBN;2004;6.11;0.58;5.33;0.43
LBN;2005;6.12;0.59;5.34;0.43
LBN;2006;6.21;0.6;5.34;0.43
LBN;2007;6.43;0.62;5.33;0.43
LBN;2008;6.68;0.64;5.32;0.43
LBN;2009;6.89;0.66;5.32;0.43
LBN;2010;6.98;0.67;5.31;0.43
LBN;2011;6.97;0.69;5.31;0.43
LBN;2012;6.95;0.7;5.31;0.43
LBN;2013;6.93;0.72;5.31;0.43
LBN;2014;6.93;0.73;5.31;0.43
LBN;2015;6.92;0.74;5.31;0.42
LBN;2016;6.91;0.76;5.29;0.42
LBN;2017;6.89;0.77;5.25;0.42
LBN;2018;6.74;0.77;5.14;0.43
LBN;2019;6.42;0.76;4.94;0.43
LSO;1990;3.55;0.55;5.52;2.15
LSO;1991;3.55;0.56;5.42;2.15
LSO;1992;3.56;0.56;5.33;2.15
LSO;1993;3.57;0.56;5.25;2.15
LSO;1994;3.57;0.56;5.21;2.15
LSO;1995;3.57;0.56;5.2;2.15
LSO;1996;3.58;0.57;5.22;2.16
LSO;1997;3.59;0.57;5.26;2.18
LSO;1998;3.6;0.58;5.31;2.2
LSO;1999;3.6;0.58;5.35;2.21
LSO;2000;3.61;0.58;5.39;2.23
LSO;2001;3.61;0.59;5.42;2.23
LSO;2002;3.62;0.59;5.45;2.24
LSO;2003;3.62;0.6;5.48;2.25
LSO;2004;3.62;0.6;5.5;2.25
LSO;2005;3.62;0.6;5.52;2.25
LSO;2006;3.63;0.6;5.54;2.25
LSO;2007;3.63;0.6;5.56;2.24
LSO;2008;3.63;0.61;5.58;2.23
LSO;2009;3.63;0.61;5.6;2.22
LSO;2010;3.64;0.61;5.61;2.22
LSO;2011;3.65;0.61;5.62;2.22
LSO;2012;3.66;0.61;5.64;2.22
LSO;2013;3.68;0.61;5.66;2.22
LSO;2014;3.7;0.62;5.67;2.22
LSO;2015;3.72;0.62;5.68;2.22
LSO;2016;3.73;0.62;5.69;2.16
LSO;2017;3.74;0.62;5.69;2.1
LSO;2018;3.73;0.62;5.71;2.14
LSO;2019;3.7;0.62;5.74;2.23
LBR;1990;3.44;0.34;4.61;0.52
LBR;1991;3.43;0.35;4.59;0.52
LBR;1992;3.43;0.35;4.59;0.51
LBR;1993;3.43;0.36;4.59;0.51
LBR;1994;3.43;0.37;4.59;0.51
LBR;1995;3.43;0.37;4.58;0.51
LBR;1996;3.43;0.37;4.58;0.51
LBR;1997;3.44;0.37;4.57;0.51
LBR;1998;3.44;0.37;4.57;0.51
LBR;1999;3.45;0.38;4.57;0.51
LBR;2000;3.45;0.38;4.57;0.51
LBR;2001;3.46;0.38;4.61;0.51
LBR;2002;3.46;0.39;4.69;0.51
LBR;2003;3.46;0.39;4.79;0.51
LBR;2004;3.46;0.39;4.86;0.51
LBR;2005;3.46;0.4;4.89;0.51
LBR;2006;3.46;0.4;4.88;0.51
LBR;2007;3.46;0.4;4.88;0.51
LBR;2008;3.46;0.4;4.88;0.51
LBR;2009;3.46;0.4;4.88;0.51
LBR;2010;3.46;0.4;4.87;0.51
LBR;2011;3.47;0.4;4.87;0.51
LBR;2012;3.48;0.4;4.88;0.51
LBR;2013;3.5;0.4;4.89;0.51
LBR;2014;3.52;0.4;4.89;0.51
LBR;2015;3.53;0.4;4.9;0.51
LBR;2016;3.54;0.4;4.9;0.5
LBR;2017;3.55;0.41;4.9;0.5
LBR;2018;3.55;0.41;4.81;0.51
LBR;2019;3.55;0.41;4.61;0.52
LBY;1990;5.28;0.44;4.39;0.46
LBY;1991;5.29;0.45;4.4;0.46
LBY;1992;5.3;0.46;4.4;0.46
LBY;1993;5.32;0.47;4.41;0.46
LBY;1994;5.33;0.48;4.42;0.46
LBY;1995;5.34;0.49;4.43;0.46
LBY;1996;5.35;0.49;4.44;0.46
LBY;1997;5.36;0.5;4.46;0.46
LBY;1998;5.37;0.51;4.48;0.46
LBY;1999;5.37;0.52;4.49;0.46
LBY;2000;5.38;0.53;4.5;0.46
LBY;2001;5.38;0.55;4.51;0.45
LBY;2002;5.38;0.57;4.51;0.45
LBY;2003;5.39;0.59;4.52;0.45
LBY;2004;5.39;0.61;4.52;0.45
LBY;2005;5.39;0.63;4.52;0.45
LBY;2006;5.4;0.66;4.53;0.45
LBY;2007;5.4;0.68;4.54;0.45
LBY;2008;5.41;0.71;4.54;0.45
LBY;2009;5.42;0.74;4.55;0.45
LBY;2010;5.43;0.76;4.55;0.45
LBY;2011;5.45;0.79;4.56;0.45
LBY;2012;5.47;0.82;4.56;0.45
LBY;2013;5.49;0.85;4.57;0.45
LBY;2014;5.51;0.86;4.57;0.45
LBY;2015;5.53;0.87;4.57;0.44
LBY;2016;5.53;0.87;4.56;0.44
LBY;2017;5.53;0.87;4.55;0.44
LBY;2018;5.54;0.86;4.57;0.44
LBY;2019;5.56;0.86;4.6;0.44
LTU;1990;4.53;0.65;4.52;2.9
LTU;1991;4.53;0.66;4.52;2.88
LTU;1992;4.52;0.68;4.52;2.86
LTU;1993;4.52;0.69;4.52;2.84
LTU;1994;4.52;0.69;4.53;2.82
LTU;1995;4.52;0.7;4.54;2.82
LTU;1996;4.54;0.7;4.56;2.81
LTU;1997;4.57;0.69;4.58;2.81
LTU;1998;4.61;0.68;4.61;2.81
LTU;1999;4.65;0.68;4.63;2.8
LTU;2000;4.66;0.67;4.64;2.78
LTU;2001;4.66;0.67;4.63;2.71
LTU;2002;4.66;0.65;4.59;2.6
LTU;2003;4.66;0.63;4.56;2.47
LTU;2004;4.66;0.61;4.52;2.37
LTU;2005;4.66;0.61;4.49;2.31
LTU;2006;4.66;0.61;4.47;2.3
LTU;2007;4.66;0.63;4.44;2.29
LTU;2008;4.67;0.64;4.41;2.29
LTU;2009;4.67;0.66;4.39;2.29
LTU;2010;4.67;0.67;4.37;2.29
LTU;2011;4.66;0.7;4.35;2.29
LTU;2012;4.64;0.74;4.33;2.29
LTU;2013;4.62;0.79;4.31;2.3
LTU;2014;4.6;0.83;4.29;2.3
LTU;2015;4.6;0.85;4.29;2.3
LTU;2016;4.59;0.87;4.3;2.29
LTU;2017;4.59;0.87;4.31;2.27
LTU;2018;4.58;0.87;4.31;2.24
LTU;2019;4.58;0.86;4.29;2.19
LUX;1990;5.81;1.12;4.19;2.65
LUX;1991;5.82;1.19;4.17;2.65
LUX;1992;5.83;1.25;4.16;2.66
LUX;1993;5.83;1.31;4.14;2.66
LUX;1994;5.84;1.35;4.12;2.66
LUX;1995;5.84;1.38;4.1;2.66
LUX;1996;5.85;1.41;4.08;2.66
LUX;1997;5.86;1.44;4.06;2.66
LUX;1998;5.87;1.47;4.03;2.66
LUX;1999;5.88;1.48;4;2.65
LUX;2000;5.89;1.49;3.96;2.65
LUX;2001;5.89;1.48;3.93;2.64
LUX;2002;5.89;1.44;3.89;2.63
LUX;2003;5.89;1.4;3.84;2.61
LUX;2004;5.88;1.36;3.8;2.6
LUX;2005;5.88;1.34;3.76;2.58
LUX;2006;5.88;1.35;3.72;2.57
LUX;2007;5.87;1.37;3.68;2.56
LUX;2008;5.86;1.39;3.63;2.54
LUX;2009;5.86;1.41;3.59;2.53
LUX;2010;5.85;1.41;3.57;2.52
LUX;2011;5.85;1.41;3.56;2.51
LUX;2012;5.85;1.38;3.55;2.5
LUX;2013;5.85;1.36;3.55;2.49
LUX;2014;5.85;1.34;3.54;2.48
LUX;2015;5.85;1.33;3.54;2.48
LUX;2016;5.83;1.33;3.54;2.47
LUX;2017;5.81;1.34;3.54;2.46
LUX;2018;5.8;1.34;3.54;2.48
LUX;2019;5.81;1.34;3.54;2.51
MDG;1990;3.86;0.34;4.91;1.45
MDG;1991;3.86;0.34;4.91;1.45
MDG;1992;3.86;0.34;4.9;1.44
MDG;1993;3.86;0.34;4.89;1.44
MDG;1994;3.86;0.34;4.88;1.43
MDG;1995;3.86;0.34;4.88;1.42
MDG;1996;3.86;0.34;4.87;1.42
MDG;1997;3.87;0.34;4.87;1.41
MDG;1998;3.87;0.34;4.86;1.41
MDG;1999;3.88;0.34;4.86;1.4
MDG;2000;3.88;0.34;4.85;1.4
MDG;2001;3.89;0.34;4.85;1.39
MDG;2002;3.89;0.34;4.84;1.38
MDG;2003;3.89;0.35;4.83;1.37
MDG;2004;3.9;0.35;4.82;1.37
MDG;2005;3.9;0.35;4.81;1.36
MDG;2006;3.9;0.35;4.81;1.35
MDG;2007;3.91;0.35;4.81;1.35
MDG;2008;3.92;0.35;4.81;1.34
MDG;2009;3.92;0.35;4.8;1.34
MDG;2010;3.93;0.35;4.8;1.33
MDG;2011;3.94;0.35;4.8;1.33
MDG;2012;3.96;0.35;4.81;1.34
MDG;2013;3.98;0.34;4.81;1.34
MDG;2014;4.01;0.34;4.82;1.34
MDG;2015;4.03;0.34;4.82;1.34
MDG;2016;4.06;0.34;4.83;1.34
MDG;2017;4.08;0.35;4.84;1.34
MDG;2018;4.08;0.35;4.85;1.35
MDG;2019;4.07;0.35;4.87;1.38
MWI;1990;3.74;0.35;4.33;1.42
MWI;1991;3.74;0.35;4.33;1.43
MWI;1992;3.74;0.35;4.33;1.44
MWI;1993;3.74;0.35;4.34;1.45
MWI;1994;3.75;0.35;4.34;1.45
MWI;1995;3.75;0.35;4.34;1.46
MWI;1996;3.75;0.35;4.34;1.47
MWI;1997;3.76;0.35;4.32;1.48
MWI;1998;3.76;0.35;4.31;1.5
MWI;1999;3.76;0.35;4.3;1.51
MWI;2000;3.77;0.35;4.29;1.51
MWI;2001;3.77;0.35;4.28;1.52
MWI;2002;3.78;0.35;4.28;1.52
MWI;2003;3.78;0.35;4.27;1.53
MWI;2004;3.79;0.35;4.26;1.53
MWI;2005;3.79;0.35;4.25;1.53
MWI;2006;3.8;0.35;4.23;1.52
MWI;2007;3.8;0.35;4.2;1.51
MWI;2008;3.81;0.35;4.16;1.5
MWI;2009;3.82;0.35;4.13;1.49
MWI;2010;3.83;0.35;4.12;1.49
MWI;2011;3.84;0.35;4.13;1.49
MWI;2012;3.86;0.35;4.15;1.49
MWI;2013;3.89;0.35;4.17;1.49
MWI;2014;3.91;0.35;4.19;1.49
MWI;2015;3.93;0.35;4.21;1.49
MWI;2016;3.95;0.35;4.21;1.49
MWI;2017;3.96;0.35;4.22;1.49
MWI;2018;3.97;0.35;4.22;1.5
MWI;2019;3.96;0.35;4.22;1.52
MYS;1990;4.55;0.54;3.37;0.54
MYS;1991;4.55;0.55;3.37;0.54
MYS;1992;4.56;0.55;3.37;0.55
MYS;1993;4.57;0.56;3.36;0.55
MYS;1994;4.57;0.56;3.36;0.55
MYS;1995;4.58;0.56;3.35;0.56
MYS;1996;4.6;0.56;3.33;0.56
MYS;1997;4.63;0.56;3.29;0.56
MYS;1998;4.67;0.56;3.24;0.56
MYS;1999;4.71;0.56;3.21;0.56
MYS;2000;4.73;0.56;3.19;0.56
MYS;2001;4.74;0.56;3.24;0.56
MYS;2002;4.75;0.57;3.35;0.56
MYS;2003;4.76;0.57;3.48;0.56
MYS;2004;4.77;0.57;3.59;0.56
MYS;2005;4.78;0.57;3.63;0.55
MYS;2006;4.79;0.58;3.63;0.55
MYS;2007;4.79;0.58;3.62;0.54
MYS;2008;4.8;0.58;3.61;0.54
MYS;2009;4.81;0.58;3.6;0.53
MYS;2010;4.82;0.58;3.59;0.53
MYS;2011;4.83;0.58;3.62;0.53
MYS;2012;4.84;0.59;3.68;0.53
MYS;2013;4.85;0.59;3.75;0.53
MYS;2014;4.86;0.59;3.82;0.53
MYS;2015;4.87;0.6;3.85;0.54
MYS;2016;4.88;0.61;3.85;0.54
MYS;2017;4.88;0.61;3.85;0.54
MYS;2018;4.88;0.61;3.86;0.54
MYS;2019;4.88;0.61;3.89;0.55
MDV;1990;3.66;0.5;3.61;0.59
MDV;1991;3.67;0.5;3.62;0.59
MDV;1992;3.68;0.5;3.61;0.59
MDV;1993;3.69;0.5;3.61;0.6
MDV;1994;3.7;0.51;3.61;0.6
MDV;1995;3.71;0.51;3.6;0.6
MDV;1996;3.72;0.51;3.59;0.6
MDV;1997;3.72;0.51;3.56;0.6
MDV;1998;3.73;0.51;3.53;0.6
MDV;1999;3.73;0.51;3.5;0.61
MDV;2000;3.74;0.52;3.47;0.61
MDV;2001;3.75;0.52;3.44;0.61
MDV;2002;3.76;0.52;3.42;0.61
MDV;2003;3.77;0.52;3.4;0.61
MDV;2004;3.78;0.52;3.37;0.61
MDV;2005;3.79;0.52;3.35;0.61
MDV;2006;3.79;0.53;3.32;0.61
MDV;2007;3.79;0.53;3.28;0.61
MDV;2008;3.79;0.53;3.24;0.62
MDV;2009;3.79;0.54;3.21;0.63
MDV;2010;3.78;0.54;3.18;0.64
MDV;2011;3.78;0.54;3.16;0.64
MDV;2012;3.78;0.55;3.14;0.64
MDV;2013;3.78;0.55;3.12;0.65
MDV;2014;3.78;0.55;3.1;0.65
MDV;2015;3.77;0.55;3.08;0.65
MDV;2016;3.76;0.56;3.07;0.65
MDV;2017;3.76;0.56;3.06;0.66
MDV;2018;3.75;0.56;3.05;0.68
MDV;2019;3.74;0.56;3.05;0.71
MLI;1990;2.65;0.26;3.63;0.47
MLI;1991;2.65;0.26;3.63;0.46
MLI;1992;2.65;0.26;3.62;0.46
MLI;1993;2.65;0.26;3.62;0.46
MLI;1994;2.65;0.26;3.62;0.46
MLI;1995;2.65;0.26;3.61;0.46
MLI;1996;2.65;0.26;3.6;0.46
MLI;1997;2.65;0.26;3.58;0.46
MLI;1998;2.65;0.26;3.56;0.46
MLI;1999;2.65;0.26;3.55;0.47
MLI;2000;2.65;0.26;3.53;0.47
MLI;2001;2.66;0.26;3.52;0.47
MLI;2002;2.66;0.26;3.51;0.46
MLI;2003;2.66;0.27;3.5;0.46
MLI;2004;2.66;0.27;3.49;0.46
MLI;2005;2.67;0.27;3.49;0.46
MLI;2006;2.67;0.27;3.48;0.46
MLI;2007;2.67;0.27;3.48;0.46
MLI;2008;2.67;0.27;3.47;0.46
MLI;2009;2.67;0.27;3.47;0.46
MLI;2010;2.67;0.27;3.47;0.46
MLI;2011;2.68;0.27;3.48;0.46
MLI;2012;2.69;0.27;3.5;0.46
MLI;2013;2.71;0.27;3.52;0.46
MLI;2014;2.72;0.27;3.53;0.46
MLI;2015;2.74;0.27;3.54;0.46
MLI;2016;2.76;0.27;3.55;0.46
MLI;2017;2.77;0.27;3.56;0.46
MLI;2018;2.77;0.27;3.58;0.46
MLI;2019;2.77;0.27;3.6;0.47
MLT;1990;6.8;0.73;3.48;1.8
MLT;1991;6.81;0.73;3.46;1.8
MLT;1992;6.83;0.74;3.44;1.79
MLT;1993;6.83;0.75;3.42;1.79
MLT;1994;6.84;0.76;3.4;1.79
MLT;1995;6.84;0.77;3.39;1.79
MLT;1996;6.85;0.8;3.39;1.79
MLT;1997;6.85;0.84;3.39;1.8
MLT;1998;6.85;0.9;3.38;1.81
MLT;1999;6.85;0.95;3.38;1.81
MLT;2000;6.85;0.98;3.38;1.82
MLT;2001;6.86;1;3.37;1.82
MLT;2002;6.87;1.01;3.37;1.82
MLT;2003;6.88;1.02;3.36;1.82
MLT;2004;6.9;1.03;3.35;1.82
MLT;2005;6.9;1.04;3.35;1.82
MLT;2006;6.9;1.05;3.33;1.83
MLT;2007;6.9;1.06;3.32;1.83
MLT;2008;6.89;1.08;3.29;1.84
MLT;2009;6.89;1.09;3.28;1.85
MLT;2010;6.89;1.09;3.27;1.85
MLT;2011;6.89;1.08;3.28;1.85
MLT;2012;6.9;1.05;3.29;1.85
MLT;2013;6.91;1.02;3.31;1.84
MLT;2014;6.92;0.99;3.33;1.83
MLT;2015;6.92;0.98;3.34;1.82
MLT;2016;6.89;1.03;3.33;1.81
MLT;2017;6.85;1.08;3.33;1.81
MLT;2018;6.85;1.05;3.37;1.83
MLT;2019;6.87;0.97;3.44;1.88
MHL;1990;4.03;0.73;3.06;0.75
MHL;1991;4.04;0.73;3.05;0.75
MHL;1992;4.05;0.73;3.05;0.76
MHL;1993;4.05;0.73;3.05;0.76
MHL;1994;4.06;0.73;3.05;0.76
MHL;1995;4.06;0.73;3.05;0.77
MHL;1996;4.06;0.73;3.04;0.77
MHL;1997;4.07;0.73;3.04;0.77
MHL;1998;4.07;0.73;3.04;0.77
MHL;1999;4.08;0.73;3.03;0.78
MHL;2000;4.08;0.73;3.03;0.78
MHL;2001;4.08;0.73;3.03;0.78
MHL;2002;4.07;0.73;3.03;0.78
MHL;2003;4.06;0.73;3.03;0.78
MHL;2004;4.05;0.73;3.03;0.79
MHL;2005;4.05;0.73;3.02;0.79
MHL;2006;4.06;0.73;3.02;0.79
MHL;2007;4.07;0.73;3.01;0.79
MHL;2008;4.09;0.73;3;0.79
MHL;2009;4.1;0.74;2.99;0.79
MHL;2010;4.11;0.74;2.99;0.79
MHL;2011;4.12;0.74;2.99;0.79
MHL;2012;4.13;0.74;2.98;0.79
MHL;2013;4.14;0.74;2.98;0.79
MHL;2014;4.14;0.74;2.98;0.79
MHL;2015;4.15;0.74;2.98;0.79
MHL;2016;4.15;0.74;2.98;0.8
MHL;2017;4.14;0.74;2.99;0.8
MHL;2018;4.15;0.74;2.99;0.8
MHL;2019;4.17;0.74;2.99;0.8
MRT;1990;2.78;0.33;3.83;0.47
MRT;1991;2.78;0.33;3.83;0.46
MRT;1992;2.78;0.33;3.82;0.46
MRT;1993;2.78;0.33;3.81;0.46
MRT;1994;2.78;0.33;3.8;0.46
MRT;1995;2.78;0.33;3.79;0.46
MRT;1996;2.78;0.33;3.78;0.46
MRT;1997;2.77;0.33;3.77;0.46
MRT;1998;2.77;0.34;3.75;0.46
MRT;1999;2.77;0.34;3.73;0.46
MRT;2000;2.77;0.34;3.72;0.46
MRT;2001;2.77;0.34;3.71;0.46
MRT;2002;2.78;0.34;3.7;0.46
MRT;2003;2.78;0.34;3.68;0.46
MRT;2004;2.78;0.34;3.67;0.46
MRT;2005;2.78;0.35;3.66;0.45
MRT;2006;2.78;0.35;3.66;0.45
MRT;2007;2.78;0.35;3.65;0.45
MRT;2008;2.78;0.35;3.64;0.45
MRT;2009;2.78;0.35;3.64;0.45
MRT;2010;2.78;0.35;3.64;0.45
MRT;2011;2.79;0.36;3.64;0.45
MRT;2012;2.79;0.36;3.66;0.45
MRT;2013;2.8;0.36;3.69;0.45
MRT;2014;2.8;0.36;3.71;0.45
MRT;2015;2.81;0.36;3.72;0.45
MRT;2016;2.82;0.37;3.73;0.45
MRT;2017;2.82;0.37;3.73;0.44
MRT;2018;2.83;0.37;3.74;0.45
MRT;2019;2.82;0.37;3.76;0.46
MUS;1990;3.9;0.6;4.31;1.29
MUS;1991;3.9;0.6;4.3;1.29
MUS;1992;3.91;0.61;4.3;1.29
MUS;1993;3.91;0.61;4.29;1.28
MUS;1994;3.92;0.61;4.29;1.28
MUS;1995;3.92;0.62;4.29;1.27
MUS;1996;3.93;0.62;4.32;1.26
MUS;1997;3.93;0.64;4.37;1.24
MUS;1998;3.94;0.66;4.43;1.22
MUS;1999;3.95;0.68;4.48;1.2
MUS;2000;3.95;0.69;4.5;1.19
MUS;2001;3.96;0.69;4.49;1.18
MUS;2002;3.96;0.69;4.46;1.17
MUS;2003;3.97;0.69;4.43;1.17
MUS;2004;3.97;0.69;4.41;1.16
MUS;2005;3.97;0.69;4.38;1.16
MUS;2006;3.98;0.69;4.35;1.17
MUS;2007;3.98;0.69;4.31;1.19
MUS;2008;3.99;0.69;4.28;1.2
MUS;2009;4;0.69;4.25;1.22
MUS;2010;4;0.69;4.22;1.23
MUS;2011;4;0.69;4.17;1.24
MUS;2012;4;0.69;4.11;1.25
MUS;2013;3.99;0.69;4.04;1.26
MUS;2014;3.99;0.69;3.98;1.26
MUS;2015;3.98;0.69;3.96;1.27
MUS;2016;3.97;0.69;3.95;1.26
MUS;2017;3.95;0.7;3.95;1.26
MUS;2018;3.95;0.7;3.95;1.26
MUS;2019;3.96;0.7;3.95;1.26
MEX;1990;2.99;0.52;3.17;1.78
MEX;1991;2.99;0.52;3.19;1.73
MEX;1992;3;0.52;3.2;1.69
MEX;1993;3;0.52;3.22;1.66
MEX;1994;3.01;0.52;3.24;1.64
MEX;1995;3.01;0.52;3.25;1.62
MEX;1996;3.05;0.53;3.27;1.62
MEX;1997;3.15;0.53;3.28;1.62
MEX;1998;3.27;0.53;3.29;1.63
MEX;1999;3.39;0.53;3.31;1.63
MEX;2000;3.49;0.53;3.32;1.62
MEX;2001;3.57;0.53;3.34;1.6
MEX;2002;3.65;0.53;3.35;1.57
MEX;2003;3.72;0.52;3.37;1.52
MEX;2004;3.78;0.52;3.38;1.48
MEX;2005;3.82;0.52;3.4;1.46
MEX;2006;3.84;0.52;3.44;1.45
MEX;2007;3.86;0.52;3.5;1.45
MEX;2008;3.88;0.52;3.57;1.45
MEX;2009;3.88;0.53;3.64;1.45
MEX;2010;3.88;0.53;3.68;1.45
MEX;2011;3.86;0.53;3.7;1.45
MEX;2012;3.82;0.54;3.72;1.44
MEX;2013;3.78;0.54;3.73;1.43
MEX;2014;3.74;0.55;3.75;1.43
MEX;2015;3.72;0.56;3.75;1.42
MEX;2016;3.73;0.56;3.76;1.38
MEX;2017;3.73;0.57;3.76;1.35
MEX;2018;3.74;0.57;3.76;1.36
MEX;2019;3.74;0.58;3.77;1.39
FSM;1990;4.02;0.76;3.08;0.73
FSM;1991;4.02;0.77;3.09;0.73
FSM;1992;4.02;0.77;3.09;0.73
FSM;1993;4.03;0.78;3.09;0.73
FSM;1994;4.03;0.78;3.09;0.73
FSM;1995;4.04;0.78;3.09;0.73
FSM;1996;4.05;0.78;3.09;0.73
FSM;1997;4.06;0.78;3.08;0.73
FSM;1998;4.07;0.78;3.07;0.73
FSM;1999;4.08;0.78;3.06;0.74
FSM;2000;4.09;0.79;3.06;0.74
FSM;2001;4.09;0.79;3.06;0.74
FSM;2002;4.09;0.79;3.05;0.74
FSM;2003;4.08;0.79;3.05;0.74
FSM;2004;4.08;0.79;3.05;0.74
FSM;2005;4.07;0.79;3.04;0.74
FSM;2006;4.08;0.79;3.04;0.74
FSM;2007;4.09;0.78;3.03;0.74
FSM;2008;4.11;0.78;3.03;0.74
FSM;2009;4.12;0.78;3.02;0.74
FSM;2010;4.13;0.78;3.02;0.74
FSM;2011;4.14;0.77;3.02;0.74
FSM;2012;4.16;0.77;3.01;0.74
FSM;2013;4.17;0.76;3.01;0.74
FSM;2014;4.18;0.76;3.01;0.74
FSM;2015;4.19;0.76;3.01;0.74
FSM;2016;4.18;0.76;3.01;0.74
FSM;2017;4.16;0.77;3.01;0.75
FSM;2018;4.17;0.77;3.01;0.75
FSM;2019;4.19;0.77;3.02;0.75
MDA;1990;4.34;0.71;3.9;2.13
MDA;1991;4.34;0.71;3.87;2.11
MDA;1992;4.34;0.72;3.84;2.09
MDA;1993;4.34;0.72;3.82;2.07
MDA;1994;4.34;0.72;3.79;2.05
MDA;1995;4.34;0.72;3.77;2.04
MDA;1996;4.34;0.72;3.76;2.04
MDA;1997;4.34;0.71;3.74;2.02
MDA;1998;4.34;0.71;3.72;2.01
MDA;1999;4.34;0.7;3.7;1.99
MDA;2000;4.34;0.7;3.68;1.98
MDA;2001;4.34;0.7;3.66;1.98
MDA;2002;4.34;0.7;3.63;1.97
MDA;2003;4.34;0.71;3.6;1.97
MDA;2004;4.34;0.71;3.57;1.98
MDA;2005;4.34;0.71;3.55;1.98
MDA;2006;4.35;0.71;3.53;1.98
MDA;2007;4.35;0.71;3.51;1.99
MDA;2008;4.35;0.7;3.49;2.01
MDA;2009;4.35;0.7;3.47;2.02
MDA;2010;4.36;0.69;3.46;2.02
MDA;2011;4.36;0.69;3.46;2.04
MDA;2012;4.37;0.69;3.46;2.06
MDA;2013;4.37;0.68;3.46;2.09
MDA;2014;4.37;0.68;3.45;2.11
MDA;2015;4.38;0.68;3.45;2.12
MDA;2016;4.37;0.68;3.46;2.09
MDA;2017;4.36;0.69;3.46;2.05
MDA;2018;4.36;0.69;3.46;2.03
MDA;2019;4.36;0.68;3.45;2.02
MCO;1990;5.97;1.02;4.47;2.49
MCO;1991;5.97;1.03;4.47;2.49
MCO;1992;5.97;1.04;4.46;2.49
MCO;1993;5.97;1.05;4.46;2.49
MCO;1994;5.97;1.06;4.46;2.5
MCO;1995;5.97;1.06;4.46;2.5
MCO;1996;5.97;1.07;4.46;2.51
MCO;1997;5.97;1.08;4.45;2.51
MCO;1998;5.97;1.08;4.45;2.52
MCO;1999;5.98;1.09;4.45;2.53
MCO;2000;5.98;1.09;4.45;2.53
MCO;2001;5.98;1.1;4.44;2.53
MCO;2002;5.99;1.1;4.44;2.52
MCO;2003;5.99;1.11;4.44;2.51
MCO;2004;6;1.11;4.44;2.51
MCO;2005;6;1.12;4.44;2.5
MCO;2006;6;1.12;4.44;2.5
MCO;2007;6;1.12;4.44;2.51
MCO;2008;5.99;1.12;4.45;2.51
MCO;2009;5.99;1.12;4.46;2.51
MCO;2010;5.99;1.12;4.46;2.51
MCO;2011;6;1.13;4.46;2.5
MCO;2012;6.01;1.13;4.46;2.49
MCO;2013;6.03;1.13;4.47;2.47
MCO;2014;6.04;1.14;4.47;2.45
MCO;2015;6.05;1.14;4.47;2.44
MCO;2016;6.04;1.15;4.47;2.41
MCO;2017;6.04;1.15;4.46;2.4
MCO;2018;6.05;1.15;4.46;2.41
MCO;2019;6.06;1.15;4.47;2.46
MNG;1990;2.17;0.51;4.11;2.36
MNG;1991;2.18;0.51;4.13;2.38
MNG;1992;2.18;0.51;4.15;2.41
MNG;1993;2.18;0.52;4.17;2.45
MNG;1994;2.18;0.52;4.18;2.49
MNG;1995;2.18;0.52;4.2;2.54
MNG;1996;2.19;0.53;4.21;2.62
MNG;1997;2.19;0.54;4.22;2.74
MNG;1998;2.2;0.56;4.24;2.88
MNG;1999;2.2;0.57;4.25;3.01
MNG;2000;2.21;0.58;4.26;3.13
MNG;2001;2.18;0.59;4.27;3.22
MNG;2002;2.13;0.59;4.28;3.32
MNG;2003;2.06;0.6;4.29;3.41
MNG;2004;2;0.6;4.29;3.5
MNG;2005;1.97;0.6;4.3;3.6
MNG;2006;1.98;0.61;4.29;3.74
MNG;2007;1.98;0.61;4.28;3.91
MNG;2008;1.98;0.61;4.25;4.08
MNG;2009;1.98;0.61;4.24;4.21
MNG;2010;1.98;0.62;4.23;4.27
MNG;2011;1.98;0.62;4.23;4.26
MNG;2012;1.99;0.62;4.23;4.21
MNG;2013;1.99;0.62;4.24;4.15
MNG;2014;2;0.62;4.24;4.1
MNG;2015;2.01;0.62;4.24;4.08
MNG;2016;2.13;0.62;4.25;4.12
MNG;2017;2.26;0.62;4.26;4.2
MNG;2018;2.27;0.62;4.24;4.29
MNG;2019;2.27;0.62;4.2;4.44
MNE;1990;3.88;0.65;3.05;2.05
MNE;1991;3.89;0.65;3.05;2.05
MNE;1992;3.89;0.65;3.05;2.05
MNE;1993;3.89;0.65;3.04;2.05
MNE;1994;3.89;0.65;3.04;2.05
MNE;1995;3.9;0.66;3.04;2.05
