c_id;date;percent_anxiety;percent_druguse;percent_depression;percent_alcohol
TZA;1996;3.73;0.43;4.82;1.38
TZA;1997;3.73;0.43;4.82;1.38
TZA;1998;3.73;0.43;4.81;1.39
TZA;1999;3.73;0.43;4.8;1.39
TZA;2000;3.73;0.43;4.8;1.39
TZA;2001;3.74;0.43;4.78;1.39
TZA;2002;3.74;0.43;4.76;1.39
TZA;2003;3.75;0.43;4.74;1.39
TZA;2004;3.76;0.44;4.72;1.39
TZA;2005;3.76;0.44;4.71;1.39
TZA;2006;3.77;0.44;4.7;1.39
TZA;2007;3.77;0.44;4.7;1.39
TZA;2008;3.78;0.44;4.69;1.4
TZA;2009;3.79;0.44;4.69;1.4
TZA;2010;3.79;0.44;4.69;1.4
TZA;2011;3.81;0.44;4.69;1.4
TZA;2012;3.83;0.44;4.7;1.4
TZA;2013;3.85;0.44;4.7;1.41
TZA;2014;3.88;0.45;4.7;1.41
TZA;2015;3.89;0.45;4.7;1.41
TZA;2016;3.91;0.42;4.71;1.41
TZA;2017;3.93;0.4;4.73;1.41
TZA;2018;3.92;0.4;4.74;1.42
TZA;2019;3.91;0.4;4.77;1.45
THA;1990;3.35;0.74;2.92;1.03
THA;1991;3.36;0.74;2.93;1.04
THA;1992;3.37;0.75;2.94;1.06
THA;1993;3.37;0.75;2.94;1.07
THA;1994;3.38;0.76;2.95;1.09
THA;1995;3.38;0.77;2.96;1.11
THA;1996;3.39;0.78;2.97;1.13
THA;1997;3.39;0.82;2.98;1.17
THA;1998;3.4;0.86;2.99;1.21
THA;1999;3.41;0.89;3.01;1.24
THA;2000;3.42;0.91;3.01;1.25
THA;2001;3.42;0.91;3.02;1.26
THA;2002;3.42;0.92;3.04;1.26
THA;2003;3.43;0.92;3.05;1.26
THA;2004;3.43;0.93;3.06;1.25
THA;2005;3.44;0.93;3.06;1.25
THA;2006;3.44;0.92;3.05;1.25
THA;2007;3.45;0.9;3.05;1.24
THA;2008;3.46;0.87;3.04;1.23
THA;2009;3.48;0.85;3.03;1.22
THA;2010;3.49;0.83;3.02;1.21
THA;2011;3.49;0.84;3.02;1.21
THA;2012;3.5;0.84;3.02;1.21
THA;2013;3.51;0.85;3.01;1.2
THA;2014;3.52;0.85;3.01;1.2
THA;2015;3.53;0.86;3.01;1.2
THA;2016;3.53;0.85;3.01;1.21
THA;2017;3.54;0.85;3;1.21
THA;2018;3.55;0.85;3;1.21
THA;2019;3.57;0.85;2.99;1.22
TLS;1990;3.68;0.51;3.11;0.7
TLS;1991;3.68;0.51;3.11;0.7
TLS;1992;3.69;0.51;3.1;0.71
TLS;1993;3.69;0.51;3.1;0.71
TLS;1994;3.7;0.51;3.09;0.71
TLS;1995;3.7;0.51;3.08;0.71
TLS;1996;3.7;0.51;3.07;0.71
TLS;1997;3.7;0.51;3.04;0.7
TLS;1998;3.71;0.51;3.01;0.7
TLS;1999;3.71;0.51;2.99;0.7
TLS;2000;3.71;0.51;2.97;0.7
TLS;2001;3.72;0.51;2.96;0.69
TLS;2002;3.73;0.51;2.95;0.69
TLS;2003;3.74;0.52;2.94;0.69
TLS;2004;3.75;0.52;2.93;0.69
TLS;2005;3.75;0.52;2.93;0.69
TLS;2006;3.76;0.52;2.91;0.7
TLS;2007;3.77;0.53;2.89;0.7
TLS;2008;3.78;0.53;2.88;0.71
TLS;2009;3.79;0.53;2.86;0.72
TLS;2010;3.79;0.53;2.86;0.72
TLS;2011;3.8;0.53;2.86;0.72
TLS;2012;3.82;0.53;2.86;0.73
TLS;2013;3.84;0.53;2.87;0.73
TLS;2014;3.85;0.53;2.88;0.73
TLS;2015;3.86;0.53;2.88;0.73
TLS;2016;3.87;0.54;2.88;0.73
TLS;2017;3.88;0.54;2.88;0.73
TLS;2018;3.89;0.54;2.88;0.73
TLS;2019;3.91;0.54;2.89;0.74
TGO;1990;3.55;0.23;4.42;0.52
TGO;1991;3.55;0.23;4.42;0.52
TGO;1992;3.55;0.23;4.43;0.52
TGO;1993;3.55;0.23;4.43;0.52
TGO;1994;3.55;0.23;4.44;0.52
TGO;1995;3.55;0.23;4.45;0.52
TGO;1996;3.55;0.23;4.46;0.52
TGO;1997;3.56;0.23;4.47;0.52
TGO;1998;3.56;0.23;4.49;0.53
TGO;1999;3.56;0.24;4.5;0.53
TGO;2000;3.57;0.24;4.51;0.53
TGO;2001;3.57;0.24;4.52;0.53
TGO;2002;3.56;0.25;4.52;0.53
TGO;2003;3.56;0.25;4.53;0.53
TGO;2004;3.56;0.25;4.53;0.53
TGO;2005;3.56;0.26;4.53;0.52
TGO;2006;3.57;0.26;4.53;0.52
TGO;2007;3.57;0.26;4.54;0.52
TGO;2008;3.59;0.27;4.54;0.52
TGO;2009;3.6;0.27;4.55;0.52
TGO;2010;3.6;0.27;4.55;0.52
TGO;2011;3.61;0.27;4.55;0.52
TGO;2012;3.61;0.28;4.55;0.52
TGO;2013;3.62;0.28;4.55;0.52
TGO;2014;3.63;0.28;4.55;0.52
TGO;2015;3.63;0.29;4.55;0.52
TGO;2016;3.64;0.29;4.56;0.51
TGO;2017;3.65;0.29;4.57;0.51
TGO;2018;3.66;0.29;4.57;0.52
TGO;2019;3.66;0.29;4.58;0.53
TKL;1990;4.12;0.72;3.29;0.72
TKL;1991;4.13;0.72;3.29;0.72
TKL;1992;4.13;0.72;3.29;0.72
TKL;1993;4.13;0.72;3.29;0.72
TKL;1994;4.13;0.72;3.29;0.73
TKL;1995;4.13;0.72;3.29;0.73
TKL;1996;4.14;0.72;3.29;0.73
TKL;1997;4.14;0.72;3.28;0.73
TKL;1998;4.15;0.73;3.29;0.73
TKL;1999;4.16;0.73;3.29;0.73
TKL;2000;4.18;0.73;3.29;0.73
TKL;2001;4.18;0.73;3.29;0.73
TKL;2002;4.16;0.73;3.29;0.74
TKL;2003;4.13;0.73;3.28;0.75
TKL;2004;4.11;0.74;3.27;0.75
TKL;2005;4.1;0.74;3.27;0.76
TKL;2006;4.1;0.74;3.27;0.76
TKL;2007;4.11;0.75;3.27;0.77
TKL;2008;4.12;0.75;3.27;0.77
TKL;2009;4.15;0.75;3.27;0.77
TKL;2010;4.16;0.74;3.28;0.77
TKL;2011;4.18;0.74;3.28;0.77
TKL;2012;4.18;0.74;3.27;0.77
TKL;2013;4.18;0.74;3.27;0.78
TKL;2014;4.18;0.74;3.27;0.78
TKL;2015;4.18;0.74;3.27;0.78
TKL;2016;4.19;0.75;3.26;0.78
TKL;2017;4.18;0.75;3.26;0.78
TKL;2018;4.18;0.75;3.26;0.78
TKL;2019;4.19;0.75;3.26;0.79
TON;1990;4.1;0.73;2.82;0.62
TON;1991;4.1;0.75;2.81;0.62
TON;1992;4.11;0.76;2.81;0.62
TON;1993;4.11;0.77;2.81;0.63
TON;1994;4.11;0.78;2.81;0.63
TON;1995;4.11;0.79;2.81;0.63
TON;1996;4.12;0.79;2.8;0.63
TON;1997;4.12;0.79;2.8;0.64
TON;1998;4.13;0.79;2.8;0.64
TON;1999;4.14;0.79;2.8;0.65
TON;2000;4.14;0.8;2.8;0.65
TON;2001;4.14;0.8;2.8;0.66
TON;2002;4.14;0.8;2.8;0.66
TON;2003;4.14;0.8;2.8;0.66
TON;2004;4.13;0.81;2.8;0.67
TON;2005;4.13;0.81;2.8;0.67
TON;2006;4.14;0.81;2.8;0.67
TON;2007;4.15;0.81;2.79;0.67
TON;2008;4.16;0.81;2.79;0.67
TON;2009;4.18;0.81;2.78;0.67
TON;2010;4.19;0.81;2.78;0.67
TON;2011;4.2;0.81;2.78;0.67
TON;2012;4.21;0.81;2.79;0.67
TON;2013;4.23;0.81;2.79;0.67
TON;2014;4.24;0.81;2.79;0.67
TON;2015;4.25;0.81;2.79;0.67
TON;2016;4.24;0.81;2.79;0.67
TON;2017;4.23;0.82;2.79;0.67
TON;2018;4.24;0.82;2.8;0.67
TON;2019;4.25;0.82;2.82;0.68
TTO;1990;3.92;0.79;4.18;1.49
TTO;1991;3.91;0.79;4.16;1.42
TTO;1992;3.91;0.79;4.15;1.37
TTO;1993;3.9;0.79;4.14;1.32
TTO;1994;3.9;0.79;4.12;1.3
TTO;1995;3.9;0.79;4.12;1.29
TTO;1996;3.9;0.8;4.11;1.3
TTO;1997;3.91;0.8;4.09;1.32
TTO;1998;3.91;0.8;4.08;1.35
TTO;1999;3.92;0.81;4.07;1.38
TTO;2000;3.92;0.81;4.06;1.4
TTO;2001;3.93;0.81;4.05;1.41
TTO;2002;3.92;0.81;4.04;1.42
TTO;2003;3.92;0.82;4.02;1.43
TTO;2004;3.92;0.82;4.01;1.45
TTO;2005;3.92;0.83;4;1.46
TTO;2006;3.93;0.83;3.99;1.48
TTO;2007;3.94;0.83;3.98;1.52
TTO;2008;3.95;0.84;3.97;1.56
TTO;2009;3.96;0.84;3.96;1.6
TTO;2010;3.97;0.84;3.95;1.62
TTO;2011;3.99;0.84;3.96;1.62
TTO;2012;4.01;0.84;3.97;1.62
TTO;2013;4.03;0.84;3.98;1.62
TTO;2014;4.05;0.84;3.99;1.62
TTO;2015;4.06;0.84;4;1.61
TTO;2016;4.06;0.84;3.99;1.57
TTO;2017;4.06;0.84;3.99;1.53
TTO;2018;4.07;0.84;4;1.51
TTO;2019;4.08;0.84;4.03;1.48
TUN;1990;5.15;0.32;5.29;0.42
TUN;1991;5.15;0.32;5.28;0.42
TUN;1992;5.16;0.32;5.28;0.42
TUN;1993;5.16;0.32;5.27;0.42
TUN;1994;5.17;0.32;5.27;0.42
TUN;1995;5.17;0.33;5.27;0.42
TUN;1996;5.17;0.33;5.27;0.42
TUN;1997;5.18;0.33;5.28;0.42
TUN;1998;5.19;0.34;5.29;0.42
TUN;1999;5.2;0.34;5.3;0.42
TUN;2000;5.2;0.35;5.31;0.42
TUN;2001;5.21;0.35;5.31;0.42
TUN;2002;5.21;0.36;5.3;0.42
TUN;2003;5.22;0.37;5.29;0.42
TUN;2004;5.22;0.37;5.29;0.42
TUN;2005;5.23;0.38;5.28;0.42
TUN;2006;5.24;0.39;5.28;0.42
TUN;2007;5.24;0.4;5.28;0.42
TUN;2008;5.25;0.41;5.28;0.42
TUN;2009;5.27;0.41;5.28;0.42
TUN;2010;5.28;0.42;5.27;0.42
TUN;2011;5.3;0.43;5.27;0.42
TUN;2012;5.33;0.44;5.27;0.41
TUN;2013;5.36;0.44;5.28;0.41
TUN;2014;5.39;0.45;5.28;0.41
TUN;2015;5.41;0.46;5.28;0.41
TUN;2016;5.41;0.46;5.27;0.41
TUN;2017;5.41;0.47;5.27;0.41
TUN;2018;5.43;0.47;5.29;0.41
TUN;2019;5.47;0.47;5.34;0.42
TUR;1990;4.26;0.33;4.19;0.58
TUR;1991;4.22;0.32;4.18;0.58
TUR;1992;4.19;0.32;4.18;0.58
TUR;1993;4.17;0.32;4.17;0.58
TUR;1994;4.16;0.32;4.17;0.59
TUR;1995;4.15;0.32;4.17;0.59
TUR;1996;4.19;0.32;4.17;0.58
TUR;1997;4.26;0.32;4.18;0.58
TUR;1998;4.35;0.32;4.19;0.58
TUR;1999;4.44;0.32;4.2;0.58
TUR;2000;4.49;0.31;4.21;0.57
TUR;2001;4.52;0.32;4.25;0.57
TUR;2002;4.57;0.31;4.31;0.56
TUR;2003;4.63;0.31;4.38;0.55
TUR;2004;4.67;0.31;4.44;0.55
TUR;2005;4.69;0.31;4.47;0.54
TUR;2006;4.69;0.32;4.45;0.53
TUR;2007;4.68;0.32;4.42;0.52
TUR;2008;4.67;0.33;4.38;0.52
TUR;2009;4.66;0.34;4.34;0.51
TUR;2010;4.66;0.35;4.31;0.51
TUR;2011;4.67;0.35;4.3;0.51
TUR;2012;4.69;0.35;4.29;0.51
TUR;2013;4.71;0.35;4.28;0.5
TUR;2014;4.73;0.36;4.28;0.5
TUR;2015;4.74;0.36;4.27;0.5
TUR;2016;4.73;0.38;4.21;0.5
TUR;2017;4.72;0.39;4.16;0.5
TUR;2018;4.73;0.39;4.15;0.51
TUR;2019;4.76;0.38;4.16;0.51
TKM;1990;2.38;0.46;3.39;2.72
TKM;1991;2.38;0.46;3.38;2.72
TKM;1992;2.38;0.46;3.38;2.73
TKM;1993;2.38;0.47;3.38;2.75
TKM;1994;2.38;0.47;3.37;2.78
TKM;1995;2.38;0.47;3.37;2.81
TKM;1996;2.38;0.48;3.37;2.87
TKM;1997;2.39;0.49;3.36;2.96
TKM;1998;2.39;0.49;3.35;3.07
TKM;1999;2.39;0.5;3.34;3.16
TKM;2000;2.39;0.5;3.34;3.2
TKM;2001;2.4;0.51;3.33;3.21
TKM;2002;2.4;0.51;3.34;3.2
TKM;2003;2.41;0.51;3.34;3.18
TKM;2004;2.41;0.51;3.34;3.17
TKM;2005;2.41;0.51;3.33;3.17
TKM;2006;2.41;0.52;3.32;3.17
TKM;2007;2.41;0.52;3.3;3.17
TKM;2008;2.42;0.52;3.28;3.18
TKM;2009;2.42;0.52;3.26;3.18
TKM;2010;2.42;0.53;3.25;3.17
TKM;2011;2.43;0.53;3.25;3.12
TKM;2012;2.44;0.53;3.25;2.99
TKM;2013;2.45;0.53;3.25;2.83
TKM;2014;2.47;0.53;3.25;2.7
TKM;2015;2.48;0.54;3.26;2.64
TKM;2016;2.49;0.54;3.25;2.67
TKM;2017;2.49;0.54;3.25;2.72
TKM;2018;2.49;0.54;3.25;2.77
TKM;2019;2.49;0.55;3.25;2.82
TUV;1990;4.15;0.7;3.29;0.69
TUV;1991;4.15;0.7;3.29;0.69
TUV;1992;4.16;0.7;3.29;0.69
TUV;1993;4.16;0.71;3.3;0.7
TUV;1994;4.16;0.71;3.3;0.7
TUV;1995;4.16;0.71;3.3;0.7
TUV;1996;4.16;0.71;3.3;0.71
TUV;1997;4.16;0.72;3.29;0.71
TUV;1998;4.16;0.72;3.29;0.72
TUV;1999;4.16;0.72;3.29;0.72
TUV;2000;4.16;0.72;3.28;0.72
TUV;2001;4.15;0.72;3.28;0.73
TUV;2002;4.14;0.72;3.28;0.73
TUV;2003;4.13;0.72;3.28;0.73
TUV;2004;4.12;0.72;3.27;0.74
TUV;2005;4.11;0.73;3.27;0.74
TUV;2006;4.12;0.73;3.27;0.74
TUV;2007;4.12;0.73;3.27;0.75
TUV;2008;4.13;0.73;3.27;0.75
TUV;2009;4.14;0.73;3.27;0.75
TUV;2010;4.15;0.73;3.27;0.76
TUV;2011;4.16;0.73;3.27;0.76
TUV;2012;4.16;0.73;3.27;0.76
TUV;2013;4.17;0.73;3.26;0.76
TUV;2014;4.18;0.72;3.26;0.76
TUV;2015;4.18;0.72;3.26;0.76
TUV;2016;4.17;0.73;3.25;0.77
TUV;2017;4.15;0.73;3.25;0.77
TUV;2018;4.16;0.73;3.25;0.77
TUV;2019;4.17;0.73;3.25;0.78
UGA;1990;3.9;0.45;6.81;0.84
UGA;1991;3.9;0.45;6.93;0.84
UGA;1992;3.9;0.45;7.05;0.84
UGA;1993;3.9;0.45;7.16;0.84
UGA;1994;3.9;0.45;7.26;0.84
UGA;1995;3.9;0.45;7.34;0.85
UGA;1996;3.9;0.45;7.42;0.85
UGA;1997;3.9;0.45;7.51;0.85
UGA;1998;3.91;0.45;7.6;0.86
UGA;1999;3.91;0.45;7.66;0.87
UGA;2000;3.91;0.45;7.69;0.87
UGA;2001;3.92;0.45;7.68;0.87
UGA;2002;3.93;0.45;7.67;0.87
UGA;2003;3.93;0.46;7.65;0.87
UGA;2004;3.94;0.46;7.62;0.87
UGA;2005;3.95;0.46;7.6;0.87
UGA;2006;3.96;0.46;7.54;0.86
UGA;2007;3.97;0.46;7.44;0.86
UGA;2008;3.99;0.46;7.33;0.85
UGA;2009;4;0.46;7.21;0.84
UGA;2010;4.02;0.46;7.11;0.84
UGA;2011;4.04;0.46;7.01;0.84
UGA;2012;4.07;0.46;6.9;0.84
UGA;2013;4.1;0.46;6.8;0.84
UGA;2014;4.13;0.46;6.72;0.84
UGA;2015;4.16;0.46;6.69;0.84
UGA;2016;4.18;0.46;6.7;0.84
UGA;2017;4.19;0.46;6.7;0.84
UGA;2018;4.18;0.45;6.7;0.84
UGA;2019;4.15;0.43;6.69;0.86
UKR;1990;3.32;0.78;4.55;2.76
UKR;1991;3.32;0.78;4.62;2.84
UKR;1992;3.32;0.79;4.68;2.92
UKR;1993;3.32;0.8;4.74;2.98
UKR;1994;3.31;0.8;4.78;3.02
UKR;1995;3.31;0.81;4.8;3.05
UKR;1996;3.28;0.81;4.81;3.07
UKR;1997;3.21;0.81;4.83;3.08
UKR;1998;3.14;0.82;4.84;3.08
UKR;1999;3.07;0.82;4.84;3.08
UKR;2000;3.04;0.83;4.84;3.07
UKR;2001;3.04;0.83;4.82;3.03
UKR;2002;3.04;0.83;4.78;2.96
UKR;2003;3.05;0.83;4.73;2.88
UKR;2004;3.05;0.83;4.68;2.81
UKR;2005;3.05;0.83;4.63;2.75
UKR;2006;3.09;0.84;4.58;2.71
UKR;2007;3.16;0.85;4.52;2.66
UKR;2008;3.25;0.86;4.47;2.6
UKR;2009;3.32;0.87;4.42;2.56
UKR;2010;3.36;0.88;4.38;2.54
UKR;2011;3.36;0.88;4.34;2.55
UKR;2012;3.36;0.88;4.29;2.59
UKR;2013;3.36;0.89;4.24;2.65
UKR;2014;3.36;0.89;4.2;2.69
UKR;2015;3.36;0.89;4.18;2.7
UKR;2016;3.36;0.91;4.19;2.6
UKR;2017;3.37;0.92;4.2;2.5
UKR;2018;3.37;0.92;4.2;2.5
UKR;2019;3.38;0.9;4.2;2.52
ARE;1990;4.31;0.52;3.98;0.6
ARE;1991;4.31;0.53;3.98;0.6
ARE;1992;4.31;0.54;3.98;0.61
ARE;1993;4.3;0.55;3.97;0.61
ARE;1994;4.3;0.56;3.97;0.61
ARE;1995;4.3;0.57;3.96;0.61
ARE;1996;4.31;0.58;3.96;0.61
ARE;1997;4.32;0.6;3.96;0.61
ARE;1998;4.33;0.62;3.95;0.61
ARE;1999;4.34;0.63;3.95;0.6
ARE;2000;4.35;0.65;3.94;0.6
ARE;2001;4.35;0.66;3.93;0.6
ARE;2002;4.36;0.67;3.92;0.6
ARE;2003;4.36;0.69;3.9;0.59
ARE;2004;4.36;0.7;3.89;0.59
ARE;2005;4.37;0.71;3.87;0.58
ARE;2006;4.35;0.73;3.84;0.59
ARE;2007;4.31;0.74;3.8;0.59
ARE;2008;4.28;0.76;3.75;0.59
ARE;2009;4.26;0.77;3.72;0.59
ARE;2010;4.27;0.78;3.7;0.59
ARE;2011;4.29;0.78;3.7;0.59
ARE;2012;4.31;0.79;3.71;0.59
ARE;2013;4.34;0.79;3.71;0.58
ARE;2014;4.37;0.79;3.72;0.58
ARE;2015;4.4;0.79;3.72;0.57
ARE;2016;4.39;0.79;3.72;0.57
ARE;2017;4.39;0.78;3.72;0.57
ARE;2018;4.41;0.78;3.73;0.57
ARE;2019;4.46;0.78;3.76;0.57
GBR;1990;4.54;1.73;4.95;2.27
GBR;1991;4.59;1.77;4.86;2.33
GBR;1992;4.64;1.81;4.77;2.39
GBR;1993;4.67;1.84;4.71;2.46
GBR;1994;4.7;1.87;4.66;2.53
GBR;1995;4.71;1.89;4.64;2.6
GBR;1996;4.71;1.9;4.64;2.69
GBR;1997;4.72;1.91;4.64;2.8
GBR;1998;4.73;1.92;4.64;2.9
GBR;1999;4.73;1.93;4.64;2.99
GBR;2000;4.73;1.95;4.64;3.03
GBR;2001;4.72;1.97;4.62;3.03
GBR;2002;4.7;2;4.57;3.03
GBR;2003;4.69;2.04;4.5;3.02
GBR;2004;4.68;2.08;4.45;3.01
GBR;2005;4.68;2.11;4.41;3
GBR;2006;4.71;2.15;4.38;3
GBR;2007;4.78;2.19;4.37;3
GBR;2008;4.85;2.23;4.35;3.02
GBR;2009;4.91;2.26;4.34;3.03
GBR;2010;4.94;2.28;4.34;3.05
GBR;2011;4.94;2.3;4.37;3.1
GBR;2012;4.94;2.31;4.42;3.2
GBR;2013;4.93;2.32;4.49;3.32
GBR;2014;4.92;2.33;4.54;3.42
GBR;2015;4.91;2.33;4.57;3.46
GBR;2016;4.9;2.29;4.53;3.46
GBR;2017;4.89;2.24;4.5;3.45
GBR;2018;4.89;2.22;4.5;3.44
GBR;2019;4.9;2.19;4.5;3.42
USA;1990;5.62;2.28;4.07;3.11
USA;1991;5.64;2.32;4.2;3.02
USA;1992;5.66;2.35;4.32;2.94
USA;1993;5.69;2.38;4.44;2.86
USA;1994;5.72;2.41;4.55;2.79
USA;1995;5.75;2.44;4.65;2.74
USA;1996;5.93;2.46;4.73;2.68
USA;1997;6.32;2.47;4.79;2.62
USA;1998;6.77;2.49;4.84;2.56
USA;1999;7.15;2.51;4.88;2.51
USA;2000;7.31;2.55;4.9;2.49
USA;2001;7.25;2.6;4.91;2.5
USA;2002;7.12;2.67;4.91;2.51
USA;2003;6.95;2.75;4.91;2.53
USA;2004;6.77;2.81;4.91;2.55
USA;2005;6.65;2.87;4.91;2.56
USA;2006;6.57;2.91;4.92;2.56
USA;2007;6.52;2.94;4.93;2.56
USA;2008;6.47;2.98;4.93;2.56
USA;2009;6.42;3.01;4.93;2.56
USA;2010;6.35;3.05;4.93;2.56
USA;2011;6.22;3.11;4.91;2.56
USA;2012;6.03;3.19;4.87;2.55
USA;2013;5.84;3.28;4.83;2.54
USA;2014;5.68;3.37;4.78;2.53
USA;2015;5.61;3.46;4.75;2.52
USA;2016;5.6;3.56;4.74;2.5
USA;2017;5.61;3.64;4.74;2.48
USA;2018;5.79;3.67;4.73;2.48
USA;2019;6.16;3.7;4.73;2.49
VIR;1990;4.48;0.86;3.43;1.97
VIR;1991;4.47;0.86;3.4;1.94
VIR;1992;4.47;0.87;3.38;1.92
VIR;1993;4.47;0.88;3.37;1.91
VIR;1994;4.47;0.88;3.36;1.9
VIR;1995;4.47;0.88;3.36;1.9
VIR;1996;4.47;0.89;3.37;1.92
VIR;1997;4.48;0.89;3.38;1.95
VIR;1998;4.49;0.89;3.39;1.99
VIR;1999;4.5;0.89;3.4;2.02
VIR;2000;4.5;0.89;3.4;2.04
VIR;2001;4.5;0.89;3.41;2.04
VIR;2002;4.5;0.89;3.42;2.03
VIR;2003;4.5;0.9;3.44;2.03
VIR;2004;4.5;0.9;3.44;2.02
VIR;2005;4.5;0.9;3.45;2.03
VIR;2006;4.51;0.9;3.45;2.05
VIR;2007;4.52;0.9;3.44;2.1
VIR;2008;4.53;0.9;3.43;2.15
VIR;2009;4.54;0.9;3.43;2.2
VIR;2010;4.55;0.9;3.43;2.23
VIR;2011;4.56;0.9;3.43;2.24
VIR;2012;4.57;0.9;3.45;2.25
VIR;2013;4.59;0.9;3.47;2.25
VIR;2014;4.6;0.9;3.48;2.25
VIR;2015;4.61;0.9;3.49;2.25
VIR;2016;4.6;0.9;3.49;2.19
VIR;2017;4.59;0.9;3.49;2.13
VIR;2018;4.6;0.9;3.51;2.11
VIR;2019;4.61;0.9;3.55;2.08
URY;1990;5.38;1.3;2.76;1.54
URY;1991;5.39;1.29;2.73;1.51
URY;1992;5.39;1.29;2.71;1.48
URY;1993;5.39;1.29;2.7;1.46
URY;1994;5.4;1.3;2.69;1.45
URY;1995;5.4;1.3;2.69;1.45
URY;1996;5.4;1.31;2.7;1.45
URY;1997;5.41;1.31;2.73;1.46
URY;1998;5.41;1.33;2.75;1.47
URY;1999;5.42;1.34;2.78;1.48
URY;2000;5.42;1.34;2.81;1.49
URY;2001;5.43;1.35;2.83;1.49
URY;2002;5.44;1.36;2.86;1.49
URY;2003;5.44;1.38;2.9;1.5
URY;2004;5.45;1.39;2.92;1.51
URY;2005;5.46;1.4;2.93;1.51
URY;2006;5.46;1.4;2.94;1.54
URY;2007;5.46;1.41;2.94;1.6
URY;2008;5.46;1.41;2.95;1.66
URY;2009;5.46;1.41;2.95;1.72
URY;2010;5.46;1.42;2.95;1.75
URY;2011;5.47;1.41;2.97;1.76
URY;2012;5.5;1.39;3.01;1.77
URY;2013;5.53;1.38;3.06;1.78
URY;2014;5.56;1.36;3.09;1.79
URY;2015;5.57;1.34;3.11;1.8
URY;2016;5.57;1.34;3.1;1.8
URY;2017;5.57;1.34;3.09;1.8
URY;2018;5.57;1.34;3.09;1.81
URY;2019;5.58;1.34;3.07;1.83
UZB;1990;2.1;0.41;3.45;2.66
UZB;1991;2.1;0.42;3.45;2.7
UZB;1992;2.1;0.42;3.45;2.75
UZB;1993;2.11;0.42;3.44;2.79
UZB;1994;2.11;0.42;3.44;2.82
UZB;1995;2.11;0.42;3.43;2.84
UZB;1996;2.11;0.42;3.43;2.85
UZB;1997;2.11;0.42;3.42;2.88
UZB;1998;2.12;0.42;3.41;2.9
UZB;1999;2.12;0.43;3.41;2.92
UZB;2000;2.12;0.43;3.4;2.93
UZB;2001;2.12;0.44;3.4;2.91
UZB;2002;2.12;0.44;3.4;2.85
UZB;2003;2.12;0.44;3.4;2.78
UZB;2004;2.12;0.45;3.39;2.7
UZB;2005;2.12;0.45;3.39;2.63
UZB;2006;2.12;0.45;3.38;2.55
UZB;2007;2.12;0.45;3.37;2.45
UZB;2008;2.12;0.46;3.35;2.34
UZB;2009;2.12;0.46;3.34;2.25
UZB;2010;2.12;0.46;3.33;2.17
UZB;2011;2.12;0.46;3.33;2.09
UZB;2012;2.12;0.47;3.34;2
UZB;2013;2.12;0.47;3.34;1.92
UZB;2014;2.12;0.47;3.35;1.85
UZB;2015;2.12;0.47;3.35;1.81
UZB;2016;2.13;0.47;3.35;1.82
UZB;2017;2.13;0.47;3.35;1.84
UZB;2018;2.13;0.47;3.34;1.91
UZB;2019;2.14;0.47;3.34;2.02
VUT;1990;3.97;0.59;3.14;0.77
VUT;1991;3.97;0.59;3.14;0.77
VUT;1992;3.98;0.59;3.14;0.77
VUT;1993;3.98;0.58;3.14;0.77
VUT;1994;3.99;0.58;3.14;0.77
VUT;1995;3.99;0.58;3.14;0.77
VUT;1996;4;0.58;3.13;0.77
VUT;1997;4.01;0.59;3.13;0.78
VUT;1998;4.02;0.59;3.12;0.78
VUT;1999;4.03;0.59;3.11;0.78
VUT;2000;4.04;0.59;3.11;0.78
VUT;2001;4.03;0.59;3.1;0.78
VUT;2002;4.03;0.59;3.1;0.78
VUT;2003;4.02;0.59;3.09;0.78
VUT;2004;4.01;0.59;3.09;0.78
VUT;2005;4.01;0.59;3.08;0.78
VUT;2006;4.02;0.59;3.08;0.78
VUT;2007;4.03;0.59;3.07;0.79
VUT;2008;4.05;0.59;3.07;0.79
VUT;2009;4.07;0.59;3.07;0.79
VUT;2010;4.08;0.59;3.06;0.79
VUT;2011;4.09;0.59;3.06;0.79
VUT;2012;4.1;0.59;3.06;0.79
VUT;2013;4.11;0.59;3.06;0.79
VUT;2014;4.12;0.59;3.05;0.78
VUT;2015;4.13;0.59;3.05;0.78
VUT;2016;4.12;0.59;3.05;0.79
VUT;2017;4.12;0.59;3.05;0.79
VUT;2018;4.13;0.6;3.05;0.79
VUT;2019;4.15;0.6;3.06;0.8
VEN;1990;3.87;0.46;3.27;1.76
VEN;1991;3.88;0.46;3.28;1.75
VEN;1992;3.88;0.45;3.29;1.74
VEN;1993;3.89;0.45;3.3;1.73
VEN;1994;3.89;0.45;3.31;1.72
VEN;1995;3.9;0.45;3.32;1.72
VEN;1996;3.9;0.45;3.32;1.72
VEN;1997;3.9;0.45;3.32;1.72
VEN;1998;3.9;0.45;3.32;1.72
VEN;1999;3.89;0.45;3.32;1.71
VEN;2000;3.89;0.45;3.32;1.71
VEN;2001;3.89;0.44;3.32;1.7
VEN;2002;3.9;0.44;3.32;1.67
VEN;2003;3.9;0.44;3.31;1.65
VEN;2004;3.91;0.44;3.31;1.63
VEN;2005;3.91;0.44;3.31;1.62
VEN;2006;3.92;0.44;3.31;1.62
VEN;2007;3.94;0.44;3.31;1.63
VEN;2008;3.96;0.44;3.32;1.65
