c_id;date;death_amount;death_percent
LKA;2006;14460;11.98
LKA;2007;14550;12.05
LKA;2008;15026;11.74
LKA;2009;15144;11.64
LKA;2010;15217;11.77
LKA;2011;15374;12.18
LKA;2012;15099;11.84
LKA;2013;14469;11.37
LKA;2014;14362;11.02
LKA;2015;14058;10.78
LKA;2016;14104;10.59
LKA;2017;14194;10.45
LKA;2018;13995;10.3
LKA;2019;14114;10.1
SDN;1990;38059;19.48
SDN;1991;38225;19.48
SDN;1992;38359;19.41
SDN;1993;38334;19.17
SDN;1994;38284;19.41
SDN;1995;38058;19.28
SDN;1996;37800;19.07
SDN;1997;37513;18.88
SDN;1998;37207;18.67
SDN;1999;36724;18.83
SDN;2000;36211;18.65
SDN;2001;35564;18.48
SDN;2002;34979;18.17
SDN;2003;34240;17.88
SDN;2004;33673;17.49
SDN;2005;33423;17.97
SDN;2006;32957;17.81
SDN;2007;32305;17.67
SDN;2008;31662;17.54
SDN;2009;31092;17.25
SDN;2010;30499;17.16
SDN;2011;29948;16.85
SDN;2012;29604;16.86
SDN;2013;29128;16.6
SDN;2014;28818;16.45
SDN;2015;28533;16.28
SDN;2016;28305;16.15
SDN;2017;28141;16.06
SDN;2018;28122;16
SDN;2019;28163;15.95
SUR;1990;275;10.94
SUR;1991;284;10.95
SUR;1992;289;10.91
SUR;1993;303;10.89
SUR;1994;281;10.64
SUR;1995;241;10.19
SUR;1996;237;10.08
SUR;1997;244;10.1
SUR;1998;265;10.23
SUR;1999;286;10.31
SUR;2000;296;10.14
SUR;2001;303;9.94
SUR;2002;305;9.66
SUR;2003;295;9.24
SUR;2004;283;8.79
SUR;2005;271;8.44
SUR;2006;263;8.2
SUR;2007;258;7.98
SUR;2008;259;7.78
SUR;2009;259;7.7
SUR;2010;261;7.63
SUR;2011;263;7.64
SUR;2012;269;7.71
SUR;2013;289;7.89
SUR;2014;310;8.02
SUR;2015;329;8.13
SUR;2016;325;7.79
SUR;2017;313;7.32
SUR;2018;310;7.07
SUR;2019;308;6.89
SWE;1990;2786;2.9
SWE;1991;2692;2.79
SWE;1992;2568;2.67
SWE;1993;2492;2.59
SWE;1994;2332;2.47
SWE;1995;2298;2.44
SWE;1996;2256;2.39
SWE;1997;2198;2.34
SWE;1998;2149;2.29
SWE;1999;2099;2.23
SWE;2000;2034;2.18
SWE;2001;1949;2.09
SWE;2002;1842;1.97
SWE;2003;1693;1.84
SWE;2004;1561;1.71
SWE;2005;1485;1.64
SWE;2006;1460;1.61
SWE;2007;1457;1.6
SWE;2008;1428;1.58
SWE;2009;1422;1.58
SWE;2010;1403;1.56
SWE;2011;1346;1.49
SWE;2012;1235;1.37
SWE;2013;1073;1.2
SWE;2014;924;1.03
SWE;2015;825;0.92
SWE;2016;777;0.86
SWE;2017;745;0.81
SWE;2018;770;0.83
SWE;2019;758;0.81
CHE;1990;3740;5.84
CHE;1991;3680;5.73
CHE;1992;3568;5.61
CHE;1993;3453;5.46
CHE;1994;3380;5.34
CHE;1995;3388;5.17
CHE;1996;3255;5.01
CHE;1997;3159;4.89
CHE;1998;3043;4.74
CHE;1999;2913;4.56
CHE;2000;2786;4.36
CHE;2001;2628;4.17
CHE;2002;2564;4.07
CHE;2003;2478;3.92
CHE;2004;2340;3.76
CHE;2005;2251;3.63
CHE;2006;2203;3.56
CHE;2007;2182;3.52
CHE;2008;2158;3.47
CHE;2009;2167;3.46
CHE;2010;2136;3.41
CHE;2011;2084;3.32
CHE;2012;2064;3.23
CHE;2013;2012;3.11
CHE;2014;1935;2.98
CHE;2015;1853;2.8
CHE;2016;1650;2.49
CHE;2017;1513;2.26
CHE;2018;1566;2.3
CHE;2019;1608;2.31
SYR;1990;7855;12.87
SYR;1991;8084;12.99
SYR;1992;8453;13.15
SYR;1993;8248;13.12
SYR;1994;8299;13.13
SYR;1995;8372;13.16
SYR;1996;8285;13.07
SYR;1997;8199;12.9
SYR;1998;8260;12.72
SYR;1999;8009;12.49
SYR;2000;7816;12.47
SYR;2001;7591;12.48
SYR;2002;7706;12.56
SYR;2003;7477;12.7
SYR;2004;7667;12.82
SYR;2005;7778;12.82
SYR;2006;8055;12.84
SYR;2007;8510;13.14
SYR;2008;9242;13.5
SYR;2009;9509;13.73
SYR;2010;9848;13.78
SYR;2011;10109;12.7
SYR;2012;10201;9.64
SYR;2013;10321;9.81
SYR;2014;10325;7.35
SYR;2015;10222;7.74
SYR;2016;10186;8.7
SYR;2017;10252;9.83
SYR;2018;10439;11.01
SYR;2019;10671;11.61
TWN;1990;9438;9.37
TWN;1991;9227;9.05
TWN;1992;9210;8.78
TWN;1993;9110;8.52
TWN;1994;9214;8.34
TWN;1995;9437;8.23
TWN;1996;9684;8.17
TWN;1997;9600;8.14
TWN;1998;9769;8.14
TWN;1999;9828;8.02
TWN;2000;10078;8.12
TWN;2001;10236;8.11
TWN;2002;10212;8.08
TWN;2003;10271;7.94
TWN;2004;10459;7.79
TWN;2005;10640;7.65
TWN;2006;10382;7.49
TWN;2007;10329;7.34
TWN;2008;10280;7.18
TWN;2009;10095;6.96
TWN;2010;10165;6.9
TWN;2011;10768;6.92
TWN;2012;11074;7.02
TWN;2013;11391;7.17
TWN;2014;12138;7.29
TWN;2015;12205;7.27
TWN;2016;12234;6.95
TWN;2017;11990;6.64
TWN;2018;12207;6.6
TWN;2019;12527;6.58
TJK;1990;7759;19.48
TJK;1991;7807;19.5
TJK;1992;7964;17.61
TJK;1993;8147;15.18
TJK;1994;8742;19.2
TJK;1995;8407;19.28
TJK;1996;8088;18.45
TJK;1997;7982;19.06
TJK;1998;8050;19
TJK;1999;7974;19.3
TJK;2000;7825;19.27
TJK;2001;7722;19.08
TJK;2002;7454;18.64
TJK;2003;7184;18.12
TJK;2004;6979;17.61
TJK;2005;6958;17.32
TJK;2006;6990;17.24
TJK;2007;7057;17.27
TJK;2008;7078;17.21
TJK;2009;7068;17.07
TJK;2010;7219;16.96
TJK;2011;7329;16.95
TJK;2012;7331;16.83
TJK;2013;7277;16.74
TJK;2014;7390;16.64
TJK;2015;7527;16.54
TJK;2016;7665;16.36
TJK;2017;7686;16.26
TJK;2018;7478;16.07
TJK;2019;7455;15.94
TZA;1990;44320;13.55
TZA;1991;44391;13.07
TZA;1992;44737;12.63
TZA;1993;45106;12.29
TZA;1994;45503;11.94
TZA;1995;45716;11.65
TZA;1996;45898;11.37
TZA;1997;46182;11.2
TZA;1998;46444;11.11
TZA;1999;46129;10.99
TZA;2000;45381;10.86
TZA;2001;44692;10.77
TZA;2002;44735;10.84
TZA;2003;45125;10.98
TZA;2004;45125;11.08
TZA;2005;44707;11.12
TZA;2006;45191;11.35
TZA;2007;45504;11.74
TZA;2008;45377;12.04
TZA;2009;45903;12.25
TZA;2010;45745;12.38
TZA;2011;45901;12.55
TZA;2012;46632;12.97
TZA;2013;46690;13.37
TZA;2014;46052;13.53
TZA;2015;46685;13.7
TZA;2016;46423;13.7
TZA;2017;45993;13.71
TZA;2018;45634;13.86
TZA;2019;45491;13.91
THA;1990;36008;13.12
THA;1991;37040;12.96
THA;1992;37575;12.75
THA;1993;38044;12.43
THA;1994;38721;12.07
THA;1995;39211;11.72
THA;1996;39626;11.4
THA;1997;36712;10.98
THA;1998;37354;10.82
THA;1999;39365;10.71
THA;2000;38719;10.47
THA;2001;36375;10.18
THA;2002;36786;10.08
THA;2003;36779;10.04
THA;2004;37489;9.94
THA;2005;37722;10.19
THA;2006;37783;10.17
THA;2007;38034;10.16
THA;2008;38215;10.07
THA;2009;37935;9.87
THA;2010;38739;9.76
THA;2011;38499;9.52
THA;2012;37756;9.19
THA;2013;36755;8.76
THA;2014;36476;8.41
THA;2015;36698;8.17
THA;2016;37627;7.97
THA;2017;38260;7.86
THA;2018;39639;7.88
THA;2019;40878;7.89
TLS;1990;1298;17.52
TLS;1991;1287;17.3
TLS;1992;1283;17.57
TLS;1993;1272;17.58
TLS;1994;1245;17.72
TLS;1995;1220;17.57
TLS;1996;1192;18.2
TLS;1997;1156;17.36
TLS;1998;1148;17.62
TLS;1999;1145;14.7
TLS;2000;1137;18.48
TLS;2001;1122;18.46
TLS;2002;1106;18.28
TLS;2003;1104;18.22
TLS;2004;1071;17.99
TLS;2005;1053;17.83
TLS;2006;1014;17.61
TLS;2007;1003;17.53
TLS;2008;982;17.29
TLS;2009;997;17.27
TLS;2010;1021;17.13
TLS;2011;1060;17.31
TLS;2012;1088;17.35
TLS;2013;1106;17.23
TLS;2014;1127;17.07
TLS;2015;1165;16.94
TLS;2016;1189;16.85
TLS;2017;1206;16.74
TLS;2018;1229;16.73
TLS;2019;1243;16.66
TGO;1990;5058;15.78
TGO;1991;5112;15.62
TGO;1992;5172;15.49
TGO;1993;5271;15.27
TGO;1994;5366;15.05
TGO;1995;5443;14.86
TGO;1996;5507;14.62
TGO;1997;5572;14.3
TGO;1998;5641;14.11
TGO;1999;5665;13.84
TGO;2000;5742;13.65
TGO;2001;5806;13.46
TGO;2002;5939;13.42
TGO;2003;6004;13.35
TGO;2004;6016;13.28
TGO;2005;6088;13.24
TGO;2006;6161;13.43
TGO;2007;6247;13.38
TGO;2008;6412;13.59
TGO;2009;6547;13.83
TGO;2010;6609;14.05
TGO;2011;6640;14.23
TGO;2012;6618;14.24
TGO;2013;6585;14.2
TGO;2014;6597;14.17
TGO;2015;6658;14.36
TGO;2016;6690;14.48
TGO;2017;6720;14.67
TGO;2018;6687;14.75
TGO;2019;6713;14.8
TKL;1990;0;2.25
TKL;1991;0;2.32
TKL;1992;0;2.39
TKL;1993;0;2.44
TKL;1994;0;2.41
TKL;1995;0;2.37
TKL;1996;0;2.31
TKL;1997;0;2.22
TKL;1998;0;2.1
TKL;1999;0;1.96
TKL;2000;0;1.86
TKL;2001;0;1.86
TKL;2002;0;1.9
TKL;2003;0;1.93
TKL;2004;0;1.97
TKL;2005;0;1.99
TKL;2006;0;2
TKL;2007;0;1.95
TKL;2008;0;1.89
TKL;2009;0;1.82
TKL;2010;0;1.79
TKL;2011;0;1.77
TKL;2012;0;1.75
TKL;2013;0;1.76
TKL;2014;0;1.75
TKL;2015;0;1.75
TKL;2016;0;1.85
TKL;2017;0;1.93
TKL;2018;0;1.97
TKL;2019;0;1.97
TON;1990;64;13.27
TON;1991;64;13.03
TON;1992;63;12.73
TON;1993;63;12.49
TON;1994;63;12.2
TON;1995;61;11.86
TON;1996;61;11.62
TON;1997;62;11.43
TON;1998;65;11.3
TON;1999;67;11.16
TON;2000;66;10.9
TON;2001;64;10.66
TON;2002;64;10.48
TON;2003;63;10.3
TON;2004;61;10.09
TON;2005;58;9.96
TON;2006;59;9.91
TON;2007;59;9.88
TON;2008;60;9.85
TON;2009;60;8.88
TON;2010;61;9.74
TON;2011;60;9.62
TON;2012;59;9.44
TON;2013;59;9.25
TON;2014;57;9.02
TON;2015;56;8.83
TON;2016;55;8.65
TON;2017;54;8.44
TON;2018;53;8.25
TON;2019;52;7.99
TTO;1990;646;7.87
TTO;1991;651;7.89
TTO;1992;671;7.9
TTO;1993;708;7.95
TTO;1994;733;7.97
TTO;1995;710;7.91
TTO;1996;744;7.95
TTO;1997;722;7.93
TTO;1998;762;8
TTO;1999;776;7.93
TTO;2000;734;7.74
TTO;2001;733;7.59
TTO;2002;702;7.37
TTO;2003;711;7.21
TTO;2004;679;6.93
TTO;2005;660;6.73
TTO;2006;642;6.63
TTO;2007;647;6.61
TTO;2008;682;6.62
TTO;2009;660;6.59
TTO;2010;662;6.63
TTO;2011;660;6.72
TTO;2012;662;6.82
TTO;2013;713;7.02
TTO;2014;757;7.18
TTO;2015;792;7.27
TTO;2016;817;7.18
TTO;2017;825;7.05
TTO;2018;853;7.1
TTO;2019;892;7.24
TUN;1990;4356;10.98
TUN;1991;4497;10.91
TUN;1992;4583;10.86
TUN;1993;4687;10.84
TUN;1994;4708;10.79
TUN;1995;4948;10.87
TUN;1996;5060;10.98
TUN;1997;5304;11.28
TUN;1998;5548;11.59
TUN;1999;5749;11.85
TUN;2000;5864;11.91
TUN;2001;5913;11.82
TUN;2002;5914;11.63
TUN;2003;5900;11.37
TUN;2004;5896;11.23
TUN;2005;5935;11.13
TUN;2006;6055;11.16
TUN;2007;6211;11.25
TUN;2008;6411;11.39
TUN;2009;6595;11.47
TUN;2010;6780;11.54
TUN;2011;6864;11.42
TUN;2012;6907;11.35
TUN;2013;6959;11.18
TUN;2014;6982;10.98
TUN;2015;7028;10.81
TUN;2016;7066;10.64
TUN;2017;7155;10.54
TUN;2018;7326;10.59
TUN;2019;7530;10.72
TUR;1990;38961;10.74
TUR;1991;38333;10.62
TUR;1992;37839;10.46
TUR;1993;37605;10.42
TUR;1994;37600;10.3
TUR;1995;37427;10.29
TUR;1996;36550;10.21
TUR;1997;36432;10.2
TUR;1998;35778;10.13
TUR;1999;34349;9.68
TUR;2000;32513;9.95
TUR;2001;32849;9.92
TUR;2002;33480;9.92
TUR;2003;33151;9.85
TUR;2004;32664;9.79
TUR;2005;32208;9.71
TUR;2006;33294;9.79
TUR;2007;34973;9.97
TUR;2008;37396;10.2
TUR;2009;40410;10.46
TUR;2010;41819;10.49
TUR;2011;42630;10.46
TUR;2012;43237;10.42
TUR;2013;44442;10.37
TUR;2014;45278;10.3
TUR;2015;45335;10.25
TUR;2016;44750;9.9
TUR;2017;44077;9.62
TUR;2018;43718;9.48
TUR;2019;44166;9.45
TKM;1990;2456;9.92
TKM;1991;2584;10.08
TKM;1992;2677;10.35
TKM;1993;3016;10.82
TKM;1994;3149;11.09
TKM;1995;3145;11.22
TKM;1996;3266;11.38
TKM;1997;3274;11.45
TKM;1998;3228;11.5
TKM;1999;3124;11.5
TKM;2000;3035;11.5
TKM;2001;2990;11.34
TKM;2002;2986;10.94
TKM;2003;2929;10.45
TKM;2004;2927;10
TKM;2005;3010;9.82
TKM;2006;3042;9.92
TKM;2007;3105;10.19
TKM;2008;3118;10.5
TKM;2009;2944;10.68
TKM;2010;2930;10.82
TKM;2011;3063;11.04
TKM;2012;3175;11.24
TKM;2013;3347;11.44
TKM;2014;3489;11.58
TKM;2015;3591;11.65
TKM;2016;3587;11.44
TKM;2017;3546;11.16
TKM;2018;3594;11
TKM;2019;3608;10.86
TUV;1990;13;11.75
TUV;1991;12;11.38
TUV;1992;12;11
TUV;1993;11;10.62
TUV;1994;11;10.24
TUV;1995;10;9.86
TUV;1996;10;9.49
TUV;1997;9;9.13
TUV;1998;9;8.76
TUV;1999;9;8.4
TUV;2000;8;6.84
TUV;2001;8;7.67
TUV;2002;7;7.31
TUV;2003;7;6.97
TUV;2004;7;6.62
TUV;2005;6;6.3
TUV;2006;6;6
TUV;2007;6;5.68
TUV;2008;6;5.38
TUV;2009;5;5.09
TUV;2010;5;4.83
TUV;2011;5;4.6
TUV;2012;5;4.37
TUV;2013;4;4.17
TUV;2014;4;3.99
TUV;2015;4;3.85
TUV;2016;4;3.77
TUV;2017;4;3.67
TUV;2018;4;3.57
TUV;2019;4;3.41
UGA;1990;24132;10.25
UGA;1991;24990;10.2
UGA;1992;25581;10.15
UGA;1993;26480;10.18
UGA;1994;27156;10.25
UGA;1995;27845;10.32
UGA;1996;28546;10.39
UGA;1997;29091;10.44
UGA;1998;29607;10.51
UGA;1999;29847;10.55
UGA;2000;30157;10.67
UGA;2001;30365;10.79
UGA;2002;30025;10.83
UGA;2003;29482;10.81
UGA;2004;29803;10.92
UGA;2005;29744;11.23
UGA;2006;29456;11.6
UGA;2007;28999;11.69
UGA;2008;28286;11.75
UGA;2009;27900;11.87
UGA;2010;28041;12.02
UGA;2011;28066;12.26
UGA;2012;28276;12.62
UGA;2013;29106;13.09
UGA;2014;29539;13.36
UGA;2015;28976;13.43
UGA;2016;29519;13.37
UGA;2017;28179;13.38
UGA;2018;28037;13.58
UGA;2019;27677;13.58
UKR;1990;66752;10.13
UKR;1991;69962;10.05
UKR;1992;72748;9.94
UKR;1993;75720;9.87
UKR;1994;77676;9.73
UKR;1995;81063;9.63
UKR;1996;77889;9.45
UKR;1997;73756;9.25
UKR;1998;68375;9.01
UKR;1999;69311;8.85
UKR;2000;70212;8.72
UKR;2001;68624;8.63
UKR;2002;69541;8.63
UKR;2003;69086;8.61
UKR;2004;69770;8.59
UKR;2005;70433;8.54
UKR;2006;67150;8.45
UKR;2007;67923;8.38
UKR;2008;67266;8.35
UKR;2009;61024;8.29
UKR;2010;58893;8.24
UKR;2011;55929;8.1
UKR;2012;54700;7.92
UKR;2013;52705;7.73
UKR;2014;47978;7.23
UKR;2015;54397;7.07
UKR;2016;48677;6.52
UKR;2017;45427;6.13
UKR;2018;46431;6.17
UKR;2019;46129;6.17
ARE;1990;602;13.56
ARE;1991;636;13.59
ARE;1992;676;13.63
ARE;1993;719;13.67
ARE;1994;771;13.75
ARE;1995;810;13.77
ARE;1996;846;13.79
ARE;1997;878;13.82
ARE;1998;908;13.84
ARE;1999;946;13.82
ARE;2000;991;13.84
ARE;2001;1014;13.73
ARE;2002;1041;13.61
ARE;2003;1086;13.56
ARE;2004;1148;13.55
ARE;2005;1187;13.49
ARE;2006;1235;13.39
ARE;2007;1298;13.36
ARE;2008;1389;13.32
ARE;2009;1515;13.23
ARE;2010;1635;13.1
ARE;2011;1779;13.06
ARE;2012;1956;13.13
ARE;2013;2143;13.14
ARE;2014;2266;12.94
ARE;2015;2487;12.95
ARE;2016;2679;12.76
ARE;2017;2887;12.58
ARE;2018;3111;12.47
ARE;2019;3361;12.42
GBR;1990;42075;6.41
GBR;1991;41125;6.3
GBR;1992;39964;6.16
GBR;1993;39508;6.05
GBR;1994;37817;5.89
GBR;1995;37102;5.76
GBR;1996;35748;5.6
GBR;1997;34173;5.4
GBR;1998;33031;5.23
GBR;1999;31812;5.04
GBR;2000;29911;4.85
GBR;2001;28123;4.64
GBR;2002;27305;4.5
GBR;2003;26156;4.33
GBR;2004;24405;4.15
GBR;2005;23184;4
GBR;2006;22166;3.86
GBR;2007;21494;3.75
GBR;2008;20712;3.62
GBR;2009;19741;3.5
GBR;2010;18976;3.38
GBR;2011;18119;3.22
GBR;2012;17410;3.04
GBR;2013;16566;2.85
GBR;2014;15586;2.68
GBR;2015;15098;2.56
GBR;2016;14770;2.49
GBR;2017;14598;2.44
GBR;2018;15114;2.45
GBR;2019;15026;2.4
USA;1990;103744;4.79
USA;1991;103090;4.73
USA;1992;102384;4.66
USA;1993;104375;4.62
USA;1994;105019;4.58
USA;1995;105733;4.55
USA;1996;104753;4.52
USA;1997;104005;4.51
USA;1998;104228;4.47
USA;1999;104578;4.41
USA;2000;102989;4.3
USA;2001;101326;4.19
USA;2002;99744;4.09
USA;2003;96526;3.95
USA;2004;92316;3.82
USA;2005;90806;3.7
USA;2006;88050;3.59
USA;2007;83248;3.39
USA;2008;78860;3.19
USA;2009;74243;3
USA;2010;70979;2.85
USA;2011;70550;2.78
USA;2012;68292;2.66
USA;2013;66170;2.53
USA;2014;63519;2.38
USA;2015;62231;2.27
USA;2016;59832;2.13
USA;2017;57765;2.03
USA;2018;59030;2.01
USA;2019;60229;2
VIR;1990;20;3.06
VIR;1991;20;3.01
VIR;1992;20;2.97
VIR;1993;20;2.93
VIR;1994;21;2.89
VIR;1995;21;2.8
VIR;1996;21;2.76
VIR;1997;20;2.68
VIR;1998;20;2.58
VIR;1999;20;2.46
VIR;2000;20;2.36
VIR;2001;20;2.27
VIR;2002;19;2.17
VIR;2003;18;2.07
VIR;2004;18;1.96
VIR;2005;18;1.91
VIR;2006;19;1.92
VIR;2007;22;2.03
VIR;2008;23;2.04
VIR;2009;24;2.06
VIR;2010;24;2.07
VIR;2011;25;2.1
VIR;2012;26;2.13
VIR;2013;27;2.17
VIR;2014;28;2.21
VIR;2015;29;2.24
VIR;2016;29;2.26
VIR;2017;30;2.26
VIR;2018;31;2.31
VIR;2019;32;2.35
URY;1990;1297;4.27
URY;1991;1214;3.99
URY;1992;1222;3.98
URY;1993;1226;3.92
URY;1994;1184;3.82
URY;1995;1177;3.74
URY;1996;1145;3.64
URY;1997;1107;3.52
URY;1998;1114;3.47
URY;1999;1089;3.38
URY;2000;1028;3.26
URY;2001;987;3.15
URY;2002;958;3.01
URY;2003;937;2.9
URY;2004;900;2.78
URY;2005;869;2.72
URY;2006;843;2.68
URY;2007;870;2.67
URY;2008;826;2.61
URY;2009;812;2.6
URY;2010;819;2.58
URY;2011;853;2.59
URY;2012;859;2.59
URY;2013;853;2.6
URY;2014;843;2.58
URY;2015;849;2.57
URY;2016;829;2.5
URY;2017;801;2.39
URY;2018;813;2.41
URY;2019;820;2.41
UZB;1990;19460;15.68
UZB;1991;20434;15.84
UZB;1992;21919;16.03
UZB;1993;24025;16.24
UZB;1994;25778;16.41
UZB;1995;26848;16.48
UZB;1996;27667;16.47
UZB;1997;27474;16.37
UZB;1998;27493;16.26
UZB;1999;27228;16.12
UZB;2000;27973;16.02
UZB;2001;28147;15.82
UZB;2002;28478;15.55
UZB;2003;28660;15.26
UZB;2004;28744;14.97
UZB;2005;29653;14.91
UZB;2006;28835;14.86
UZB;2007;28572;14.86
UZB;2008;28580;14.87
UZB;2009;28077;14.82
UZB;2010;28122;14.83
UZB;2011;28890;14.89
UZB;2012;29560;14.98
UZB;2013;29746;15.05
UZB;2014;30026;15.09
UZB;2015;30261;15.06
UZB;2016;30206;14.9
UZB;2017;30150;14.75
UZB;2018;30205;14.63
UZB;2019;30096;14.52
VUT;1990;195;19.41
VUT;1991;204;19.71
VUT;1992;212;19.86
VUT;1993;218;19.92
VUT;1994;226;20.25
VUT;1995;227;19.97
VUT;1996;233;20
VUT;1997;237;19.07
VUT;1998;241;19.81
VUT;1999;248;19.44
VUT;2000;247;19.28
VUT;2001;254;19.21
VUT;2002;251;18.45
VUT;2003;251;17.91
VUT;2004;257;17.79
VUT;2005;272;18.14
VUT;2006;283;18.34
VUT;2007;297;18.61
VUT;2008;309;18.78
VUT;2009;319;18.76
VUT;2010;328;18.84
VUT;2011;342;19.03
VUT;2012;352;19.09
VUT;2013;362;19.15
VUT;2014;373;19.11
VUT;2015;382;19.08
VUT;2016;392;19.1
VUT;2017;400;19.01
VUT;2018;409;18.94
VUT;2019;416;18.81
VEN;1990;5261;6.64
VEN;1991;5302;6.68
VEN;1992;5443;6.63
VEN;1993;5590;6.54
VEN;1994;5928;6.49
VEN;1995;5991;6.5
VEN;1996;5934;6.52
VEN;1997;5890;6.55
VEN;1998;6247;6.66
VEN;1999;6436;5.57
VEN;2000;6543;6.62
VEN;2001;6798;6.59
VEN;2002;7105;6.58
VEN;2003;7553;6.53
VEN;2004;7219;6.44
VEN;2005;7367;6.46
VEN;2006;7902;6.58
VEN;2007;8481;6.73
VEN;2008;9166;6.91
VEN;2009;9517;7.01
VEN;2010;9294;6.95
VEN;2011;9575;6.95
VEN;2012;9993;6.91
VEN;2013;9977;6.8
VEN;2014;10164;6.7
VEN;2015;10364;6.62
VEN;2016;10690;6.55
VEN;2017;10977;6.48
VEN;2018;11487;6.52
VEN;2019;12617;6.68
VNM;1990;72704;17.76
VNM;1991;72049;17.64
VNM;1992;71266;17.51
VNM;1993;70474;17.36
VNM;1994;69740;17.2
VNM;1995;69133;17.05
VNM;1996;68632;16.85
VNM;1997;68300;16.62
VNM;1998;68046;16.52
VNM;1999;68051;16.35
VNM;2000;68231;16.22
VNM;2001;69094;16.12
VNM;2002;70063;16
VNM;2003;71344;15.9
VNM;2004;72580;15.76
VNM;2005;73597;15.59
VNM;2006;74467;15.39
VNM;2007;75757;15.23
VNM;2008;76822;15.04
VNM;2009;77538;14.82
VNM;2010;77631;14.56
VNM;2011;77529;14.23
VNM;2012;76793;13.82
VNM;2013;75714;13.35
VNM;2014;74502;12.89
VNM;2015;73330;12.48
VNM;2016;72409;12.08
VNM;2017;71712;11.72
VNM;2018;71626;11.47
VNM;2019;71701;11.26
OWID_WRL;1990;6501226;14.01
OWID_WRL;1991;6504209;13.88
OWID_WRL;1992;6526572;13.81
OWID_WRL;1993;6556725;13.69
OWID_WRL;1994;6557387;13.46
OWID_WRL;1995;6537356;13.42
OWID_WRL;1996;6528219;13.37
OWID_WRL;1997;6547192;13.33
OWID_WRL;1998;6525727;13.18
OWID_WRL;1999;6522139;13.03
OWID_WRL;2000;6548091;12.98
OWID_WRL;2001;6562169;12.93
OWID_WRL;2002;6593796;12.86
OWID_WRL;2003;6588013;12.78
OWID_WRL;2004;6541469;12.65
OWID_WRL;2005;6556779;12.6
OWID_WRL;2006;6528813;12.58
OWID_WRL;2007;6527585;12.55
OWID_WRL;2008;6576417;12.5
OWID_WRL;2009;6554957;12.49
OWID_WRL;2010;6576174;12.41
OWID_WRL;2011;6593948;12.41
OWID_WRL;2012;6600712;12.36
OWID_WRL;2013;6619746;12.31
OWID_WRL;2014;6612532;12.22
OWID_WRL;2015;6638067;12.12
OWID_WRL;2016;6605030;11.95
OWID_WRL;2017;6564255;11.79
OWID_WRL;2018;6605560;11.71
OWID_WRL;2019;6671740;11.65
YEM;1990;21222;19.22
YEM;1991;21054;18.98
YEM;1992;20936;18.73
YEM;1993;20844;18.51
YEM;1994;20759;18.19
YEM;1995;20599;18.12
YEM;1996;20461;17.87
YEM;1997;20372;17.69
YEM;1998;20181;17.4
YEM;1999;20096;17.31
YEM;2000;19930;17.12
YEM;2001;19673;16.82
YEM;2002;19602;16.6
YEM;2003;19425;16.29
YEM;2004;19258;16.08
YEM;2005;19092;15.95
YEM;2006;19095;15.92
YEM;2007;19251;15.85
YEM;2008;19453;15.89
YEM;2009;19436;15.78
YEM;2010;19259;15.63
YEM;2011;19430;15.6
YEM;2012;19543;15.55
YEM;2013;19756;15.73
YEM;2014;19820;15.55
YEM;2015;20230;15.39
YEM;2016;20429;14.81
YEM;2017;20697;14.54
YEM;2018;20996;12.67
YEM;2019;21184;14.39
ZMB;1990;13084;11.93
ZMB;1991;13301;11.48
ZMB;1992;13467;11
ZMB;1993;13532;10.57
ZMB;1994;13600;10.15
ZMB;1995;13635;9.79
ZMB;1996;13552;9.48
ZMB;1997;13393;9.23
ZMB;1998;13272;9.02
ZMB;1999;13140;8.84
ZMB;2000;13061;8.74
ZMB;2001;12986;8.59
ZMB;2002;12834;8.65
ZMB;2003;12903;8.78
ZMB;2004;13119;9.06
ZMB;2005;13212;9.32
ZMB;2006;13317;9.63
ZMB;2007;13197;10.03
ZMB;2008;13108;10.57
ZMB;2009;12829;10.81
ZMB;2010;12710;10.9
ZMB;2011;12644;11.06
ZMB;2012;12442;11.2
ZMB;2013;12308;11.3
ZMB;2014;12155;11.32
ZMB;2015;12074;11.35
ZMB;2016;12009;11.36
ZMB;2017;11950;11.27
ZMB;2018;11848;11.25
ZMB;2019;11826;11.25
ZWE;1990;8931;12.55
ZWE;1991;8742;11.73
ZWE;1992;8757;10.91
ZWE;1993;8630;9.95
ZWE;1994;8658;9.14
ZWE;1995;8664;8.36
ZWE;1996;8523;7.6
ZWE;1997;8550;7.11
ZWE;1998;8805;6.78
ZWE;1999;9178;6.61
ZWE;2000;9640;6.56
ZWE;2001;9881;6.51
ZWE;2002;10266;6.54
ZWE;2003;10594;6.58
ZWE;2004;11006;6.74
ZWE;2005;11307;6.92
ZWE;2006;11774;7.25
ZWE;2007;12229;7.65
ZWE;2008;13064;8.21
ZWE;2009;13459;8.77
ZWE;2010;13605;9.45
ZWE;2011;13648;10.05
ZWE;2012;13493;10.46
ZWE;2013;13261;10.69
ZWE;2014;13228;10.86
ZWE;2015;13246;10.98
ZWE;2016;13131;11.02
ZWE;2017;12926;11
ZWE;2018;12745;11.06
ZWE;2019;12667;11
