c_id;date;amount_urban;amount_rural
GHA;1999;8123933;10688436
GHA;2000;8469006;10809844
GHA;2001;8811788;10945141
GHA;2002;9166547;11079829
GHA;2003;9534974;11215334
GHA;2004;9919287;11353041
GHA;2005;10320074;11494574
GHA;2006;10739262;11639795
GHA;2007;11176323;11787623
GHA;2008;11628987;11934845
GHA;2009;12092964;12077979
GHA;2010;12566486;12213128
GHA;2011;13047761;12339952
GHA;2012;13537133;12459321
GHA;2013;14034998;12572643
GHA;2014;14543045;12681435
GHA;2015;15062520;12786683
GHA;2016;15593581;12888366
GHA;2017;16135330;12986134
GHA;2018;16687441;13079667
GHA;2019;17249055;13168803
GHA;2020;17820023;13252922
GIB;1960;23420;0
GIB;1961;23808;0
GIB;1962;24307;0
GIB;1963;24889;0
GIB;1964;25478;0
GIB;1965;26079;0
GIB;1966;26631;0
GIB;1967;27172;0
GIB;1968;27693;0
GIB;1969;28165;0
GIB;1970;28601;0
GIB;1971;29007;0
GIB;1972;29353;0
GIB;1973;29657;0
GIB;1974;29886;0
GIB;1975;30062;0
GIB;1976;30179;0
GIB;1977;30228;0
GIB;1978;30224;0
GIB;1979;30172;0
GIB;1980;30068;0
GIB;1981;29902;0
GIB;1982;29698;0
GIB;1983;29481;0
GIB;1984;29284;0
GIB;1985;29151;0
GIB;1986;29096;0
GIB;1987;29114;0
GIB;1988;29164;0
GIB;1989;29187;0
GIB;1990;29149;0
GIB;1991;29021;0
GIB;1992;28844;0
GIB;1993;28680;0
GIB;1994;28605;0
GIB;1995;28688;0
GIB;1996;28970;0
GIB;1997;29404;0
GIB;1998;29945;0
GIB;1999;30526;0
GIB;2000;31081;0
GIB;2001;31604;0
GIB;2002;32097;0
GIB;2003;32556;0
GIB;2004;32930;0
GIB;2005;33222;0
GIB;2006;33420;0
GIB;2007;33524;0
GIB;2008;33570;0
GIB;2009;33562;0
GIB;2010;33585;0
GIB;2011;33608;0
GIB;2012;33653;0
GIB;2013;33694;0
GIB;2014;33726;0
GIB;2015;33742;0
GIB;2016;33738;0
GIB;2017;33723;0
GIB;2018;33715;0
GIB;2019;33706;0
GIB;2020;33691;0
GRC;1960;4660434;3671291
GRC;1961;4740951;3657099
GRC;1962;4844217;3604016
GRC;1963;4937007;3542618
GRC;1964;5029578;3480851
GRC;1965;5127549;3422784
GRC;1966;5239942;3373709
GRC;1967;5357301;3326787
GRC;1968;5466737;3274028
GRC;1969;5560616;3212148
GRC;1970;5646740;3146066
GRC;1971;5735846;3095190
GRC;1972;5817963;3070665
GRC;1973;5888911;3040175
GRC;1974;5955084;3006938
GRC;1975;6055755;2990786
GRC;1976;6195478;2992672
GRC;1977;6321574;2986905
GRC;1978;6449432;2980527
GRC;1979;6575885;2972373
GRC;1980;6686402;2956103
GRC;1981;6785832;2943518
GRC;1982;6846785;2942728
GRC;1983;6905833;2940794
GRC;1984;6959420;2936381
GRC;1985;7005470;2928830
GRC;1986;7047717;2919496
GRC;1987;7090422;2910173
GRC;1988;7135291;2901692
GRC;1989;7191693;2897805
GRC;1990;7287341;2909451
GRC;1991;7392680;2927247
GRC;1992;7462054;2937007
GRC;1993;7518737;2941678
GRC;1994;7569094;2943828
GRC;1995;7617319;2944834
GRC;1996;7663691;2945109
GRC;1997;7714274;2946985
GRC;1998;7770011;2950498
GRC;1999;7812670;2949028
GRC;2000;7857551;2948257
GRC;2001;7919906;2942226
GRC;2002;7991509;2910513
GRC;2003;8052786;2875284
GRC;2004;8114802;2840339
GRC;2005;8180275;2807039
GRC;2006;8246206;2774156
GRC;2007;8308341;2740132
GRC;2008;8371303;2706538
GRC;2009;8433780;2673237
GRC;2010;8484693;2636648
GRC;2011;8511794;2593105
GRC;2012;8505100;2539911
GRC;2013;8482139;2483072
GRC;2014;8463623;2428790
GRC;2015;8445266;2375617
GRC;2016;8446960;2329011
GRC;2017;8466513;2288166
GRC;2018;8485202;2247680
GRC;2019;8511650;2209932
GRC;2020;8529948;2170608
GRL;1960;19024;13476
GRL;1961;20155;13545
GRL;1962;21492;13508
GRL;1963;22926;13474
GRL;1964;24265;13335
GRL;1965;25892;13308
GRL;1966;27334;13166
GRL;1967;28849;13051
GRL;1968;30461;12939
GRL;1969;32095;12805
GRL;1970;33753;12647
GRL;1971;34660;12540
GRL;1972;35585;12715
GRL;1973;36218;12782
GRL;1974;36705;12795
GRL;1975;36897;12703
GRL;1976;37089;12611
GRL;1977;37033;12367
GRL;1978;37075;12125
GRL;1979;37567;12033
GRL;1980;38213;11987
GRL;1981;39013;11987
GRL;1982;39588;11912
GRL;1983;40240;11860
GRL;1984;40896;11804
GRL;1985;41475;11725
GRL;1986;41900;11600
GRL;1987;42559;11541
GRL;1988;43301;11499
GRL;1989;43886;11414
GRL;1990;44312;11288
GRL;1991;44418;11082
GRL;1992;44406;10894
GRL;1993;44438;10762
GRL;1994;44790;10710
GRL;1995;45143;10657
GRL;1996;45335;10565
GRL;1997;45487;10513
GRL;1998;45638;10462
GRL;1999;45708;10392
GRL;2000;45859;10341
GRL;2001;46122;10228
GRL;2002;46473;10136
GRL;2003;46739;10026
GRL;2004;46997;9914
GRL;2005;47175;9760
GRL;2006;47220;9554
GRL;2007;47213;9342
GRL;2008;47196;9132
GRL;2009;47360;8963
GRL;2010;48018;8887
GRL;2011;48217;8673
GRL;2012;48402;8408
GRL;2013;48322;8161
GRL;2014;48308;7987
GRL;2015;48298;7816
GRL;2016;48503;7683
GRL;2017;48629;7542
GRL;2018;48637;7386
GRL;2019;48945;7280
GRL;2020;49198;7169
GRD;1960;27277;62650
GRD;1961;27871;63453
GRD;1962;28398;64083
GRD;1963;28859;64550
GRD;1964;29258;64864
GRD;1965;29596;65038
GRD;1966;29872;65064
GRD;1967;30077;64935
GRD;1968;30233;64696
GRD;1969;30349;64374
GRD;1970;30433;64043
GRD;1971;30413;63799
GRD;1972;30405;63579
GRD;1973;30366;63295
GRD;1974;30278;62912
GRD;1975;30117;62377
GRD;1976;29847;61622
GRD;1977;29503;60716
GRD;1978;29200;59904
GRD;1979;29098;59505
GRD;1980;29302;59730
GRD;1981;29881;60729
GRD;1982;30760;62372
GRD;1983;31761;64259
GRD;1984;32622;65850
GRD;1985;33161;66792
GRD;1986;33288;66895
GRD;1987;33086;66339
GRD;1988;32702;65424
GRD;1989;32353;64579
GRD;1990;32200;64128
GRD;1991;32318;64144
GRD;1992;32786;64375
GRD;1993;33385;64849
GRD;1994;34003;65342
GRD;1995;34569;65717
GRD;1996;35062;65941
GRD;1997;35507;66060
GRD;1998;35916;66107
GRD;1999;36311;66118
GRD;2000;36711;66126
GRD;2001;37083;66159
GRD;2002;37219;66417
GRD;2003;37344;66659
GRD;2004;37461;66885
GRD;2005;37567;67091
GRD;2006;37661;67277
GRD;2007;37743;67440
GRD;2008;37835;67622
GRD;2009;37947;67840
GRD;2010;38098;68129
GRD;2011;38292;68494
GRD;2012;38542;68910
GRD;2013;38829;69343
GRD;2014;39136;69764
GRD;2015;39454;70149
GRD;2016;39774;70489
GRD;2017;40096;70778
GRD;2018;40425;71024
GRD;2019;40764;71238
GRD;2020;41111;71408
GUM;1960;33465;33268
GUM;1961;34870;33195
GUM;1962;36413;33192
GUM;1963;38065;33224
GUM;1964;39792;33255
GUM;1965;41565;33263
GUM;1966;43375;33236
GUM;1967;45228;33184
GUM;1968;47115;33097
GUM;1969;49047;32993
GUM;1970;51935;31940
GUM;1971;57570;28159
GUM;1972;63057;24523
GUM;1973;68321;21138
GUM;1974;73333;18045
GUM;1975;78071;15280
GUM;1976;82536;12844
GUM;1977;86738;10739
GUM;1978;90698;8931
GUM;1979;94441;7396
GUM;1980;97629;6505
GUM;1981;99551;6931
GUM;1982;101516;7385
GUM;1983;103535;7868
GUM;1984;105569;8384
GUM;1985;107645;8931
GUM;1986;109717;9511
GUM;1987;111797;10126
GUM;1988;113895;10779
GUM;1989;116050;11475
GUM;1990;118471;12009
GUM;1991;121615;11938
GUM;1992;124828;11865
GUM;1993;128028;11785
GUM;1994;131119;11687
GUM;1995;133994;11565
GUM;1996;136641;11420
GUM;1997;139050;11253
GUM;1998;141208;11066
GUM;1999;143095;10860
GUM;2000;144651;10672
GUM;2001;145812;10583
GUM;2002;146696;10477
GUM;2003;147368;10355
GUM;2004;147872;10222
GUM;2005;148317;10089
GUM;2006;148697;9952
GUM;2007;149034;9814
GUM;2008;149361;9676
GUM;2009;149691;9541
GUM;2010;150031;9408
GUM;2011;150409;9281
GUM;2012;150834;9156
GUM;2013;151374;9041
GUM;2014;152070;8937
GUM;2015;153004;8847
GUM;2016;154177;8771
GUM;2017;155572;8709
GUM;2018;157117;8653
GUM;2019;158694;8601
GUM;2020;160239;8544
GTM;1960;1284949;2843931
GTM;1961;1350747;2901164
GTM;1962;1419719;2958885
GTM;1963;1491664;3016780
GTM;1964;1563113;3077682
GTM;1965;1622969;3152015
GTM;1966;1684303;3226487
GTM;1967;1746816;3300619
GTM;1968;1810234;3373861
GTM;1969;1874378;3445722
GTM;1970;1939050;3516147
GTM;1971;2004473;3585090
GTM;1972;2070684;3653075
GTM;1973;2137989;3720477
GTM;1974;2206442;3787858
GTM;1975;2276190;3854961
GTM;1976;2347670;3922313
GTM;1977;2421551;3991116
GTM;1978;2498844;4063075
GTM;1979;2580838;4139744
GTM;1980;2668218;4222128
GTM;1981;2761086;4310100
GTM;1982;2859308;4403350
GTM;1983;2962273;4500312
GTM;1984;3069556;4600307
GTM;1985;3180971;4703063
GTM;1986;3296596;4808325
GTM;1987;3416470;4915976
GTM;1988;3540636;5025695
GTM;1989;3668666;5137329
GTM;1990;3800324;5249791
GTM;1991;3934691;5362123
GTM;1992;4071017;5473038
GTM;1993;4208693;5581926
GTM;1994;4348255;5689267
GTM;1995;4490594;5796192
GTM;1996;4635095;5901847
GTM;1997;4781726;6006636
GTM;1998;4933129;6113086
GTM;1999;5089420;6221658
GTM;2000;5253870;6335891
GTM;2001;5421506;6450059
GTM;2002;5588466;6559052
GTM;2003;5750534;6664800
GTM;2004;5911891;6770217
GTM;2005;6074432;6873860
GTM;2006;6238013;6975317
GTM;2007;6402661;7074356
GTM;2008;6568347;7170952
GTM;2009;6734651;7265539
GTM;2010;6902116;7357571
GTM;2011;7072123;7449392
GTM;2012;7243152;7538790
GTM;2013;7418337;7625644
GTM;2014;7597137;7709179
GTM;2015;7779195;7788224
GTM;2016;7964335;7863355
GTM;2017;8153103;7934315
GTM;2018;8345772;8001178
GTM;2019;8540945;8063081
GTM;2020;8738685;8119648
GIN;1960;365909;3128255
GIN;1961;388454;3163614
GIN;1962;412353;3199075
GIN;1963;437732;3234828
GIN;1964;464710;3271202
GIN;1965;493386;3308325
GIN;1966;523910;3346294
GIN;1967;556318;3384728
GIN;1968;590560;3422490
GIN;1969;626414;3458187
GIN;1970;663781;3490825
GIN;1971;702759;3520297
GIN;1972;743423;3547121
GIN;1973;785762;3571595
GIN;1974;830081;3593949
GIN;1975;876467;3614781
GIN;1976;925115;3634124
GIN;1977;976092;3652789
GIN;1978;1030148;3672223
GIN;1979;1088017;3694474
GIN;1980;1150489;3720957
GIN;1981;1217700;3751895
GIN;1982;1290287;3786786
GIN;1983;1354556;3840887
GIN;1984;1403285;3923084
GIN;1985;1456359;4014357
GIN;1986;1514201;4115219
GIN;1987;1576684;4224639
GIN;1988;1642730;4339754
GIN;1989;1710921;4456559
GIN;1990;1780291;4571991
GIN;1991;1850171;4684765
GIN;1992;1920852;4795180
GIN;1993;1992593;4904578
GIN;1994;2066412;5014707
GIN;1995;2142724;5126907
GIN;1996;2221968;5241814
GIN;1997;2302606;5359465
GIN;1998;2383622;5477150
GIN;1999;2464349;5590396
GIN;2000;2543832;5696903
GIN;2001;2621416;5795666
GIN;2002;2697745;5888332
GIN;2003;2774557;5978540
GIN;2004;2854180;6071549
GIN;2005;2938479;6171106
GIN;2006;3028542;6278879
GIN;2007;3124050;6394109
GIN;2008;3224126;6514670
GIN;2009;3327236;6637234
GIN;2010;3432518;6759650
GIN;2011;3539413;6881046
GIN;2012;3648854;7003178
GIN;2013;3762925;7129896
GIN;2014;3884552;7266418
GIN;2015;4017353;7414743
GIN;2016;4162449;7575985
GIN;2017;4319326;7748190
GIN;2018;4486525;7927767
GIN;2019;4661505;8109741
GIN;2020;4842717;8290075
GNB;1960;83795;532345
GNB;1961;85610;537144
GNB;1962;87382;541495
GNB;1963;89187;545821
GNB;1964;91119;550702
GNB;1965;93239;556556
GNB;1966;95574;563424
GNB;1967;98098;571145
GNB;1968;100806;579625
GNB;1969;103667;588740
GNB;1970;106671;598266
GNB;1971;109859;608500
GNB;1972;113210;619306
GNB;1973;116538;629640
GNB;1974;119583;638085
GNB;1975;122175;643810
GNB;1976;124175;646240
GNB;1977;125692;646040
GNB;1978;127071;645066
GNB;1979;129922;644804
GNB;1980;139170;642508
GNB;1981;149894;643910
GNB;1982;162186;648216
GNB;1983;175955;654257
GNB;1984;190907;660369
GNB;1985;206738;665425
GNB;1986;223436;669094
GNB;1987;241086;671669
GNB;1988;259769;673277
GNB;1989;279573;674209
GNB;1990;300674;674591
GNB;1991;323097;674425
GNB;1992;339482;680871
GNB;1993;350955;692466
GNB;1994;362579;703766
GNB;1995;374249;714601
GNB;1996;385926;724909
GNB;1997;397668;734837
GNB;1998;409664;744708
GNB;1999;422179;754954
GNB;2000;435389;765916
GNB;2001;449390;777715
GNB;2002;464198;790256
GNB;2003;479786;803511
GNB;2004;496132;817360
GNB;2005;513185;831746
GNB;2006;530989;846593
GNB;2007;549571;861974
GNB;2008;569008;877928
GNB;2009;589354;894566
GNB;2010;610731;911872
GNB;2011;633138;929858
GNB;2012;656566;948415
GNB;2013;680896;967363
GNB;2014;705998;986435
GNB;2015;731764;1005443
GNB;2016;758123;1024311
GNB;2017;785097;1043049
GNB;2018;812698;1061606
GNB;2019;840920;1079997
GNB;2020;869776;1098222
GUY;1960;165877;405936
GUY;1961;171178;418096
GUY;1962;176363;429923
GUY;1963;181351;441229
GUY;1964;186050;451785
GUY;1965;190403;461462
GUY;1966;194365;470153
GUY;1967;197953;477908
GUY;1968;201239;484905
GUY;1969;204333;491410
GUY;1970;207426;497504
GUY;1971;210772;502912
GUY;1972;213993;507956
GUY;1973;217148;512761
GUY;1974;220306;517540
GUY;1975;223508;522339
GUY;1976;226803;527298
GUY;1977;230145;532279
GUY;1978;233310;536818
GUY;1979;236021;540236
GUY;1980;237853;542300
GUY;1981;237616;544118
GUY;1982;236758;544491
GUY;1983;235361;543592
GUY;1984;233526;541691
GUY;1985;231386;539053
GUY;1986;228898;535549
GUY;1987;226122;531329
GUY;1988;223413;527228
GUY;1989;221236;524345
GUY;1990;219892;523414
GUY;1991;219569;524908
GUY;1992;220117;528479
GUY;1993;221076;533065
GUY;1994;221795;537101
GUY;1995;221819;539479
GUY;1996;220997;539804
GUY;1997;219502;538473
GUY;1998;217623;536155
GUY;1999;215772;533904
GUY;2000;214263;532455
GUY;2001;213174;532032
GUY;2002;212399;532390
GUY;2003;210927;534215
GUY;2004;209284;536453
GUY;2005;207596;538560
GUY;2006;205854;540481
GUY;2007;204109;542368
GUY;2008;202424;544391
GUY;2009;200904;546814
GUY;2010;199603;549827
GUY;2011;198536;553493
GUY;2012;199422;555966
GUY;2013;200450;558831
GUY;2014;201637;561734
GUY;2015;202917;564516
GUY;2016;204272;567091
GUY;2017;205727;569491
GUY;2018;207263;571744
GUY;2019;208915;573860
GUY;2020;210688;575871
HTI;1960;602851;3263311
HTI;1961;629727;3312229
HTI;1962;657737;3361434
HTI;1963;686866;3410889
HTI;1964;717216;3460415
HTI;1965;748685;3510049
HTI;1966;781482;3559843
HTI;1967;815542;3609776
HTI;1968;850821;3658990
HTI;1969;887037;3706629
HTI;1970;924118;3752119
HTI;1971;961996;3795179
HTI;1972;983091;3854243
HTI;1973;1000940;3917685
HTI;1974;1019606;3984102
HTI;1975;1039496;4055074
HTI;1976;1060703;4130934
HTI;1977;1083227;4211398
HTI;1978;1107068;4296952
HTI;1979;1132356;4387831
HTI;1980;1159165;4484010
HTI;1981;1187466;4585901
HTI;1982;1217210;4693013
HTI;1983;1292625;4758992
HTI;1984;1381229;4813457
HTI;1985;1474114;4863161
HTI;1986;1571369;4907168
HTI;1987;1673019;4945723
HTI;1988;1779372;4978850
HTI;1989;1890330;5007425
HTI;1990;2006510;5031405
HTI;1991;2127812;5050799
HTI;1992;2254403;5065088
HTI;1993;2341909;5118775
HTI;1994;2431753;5170565
HTI;1995;2523935;5220574
HTI;1996;2618588;5268724
HTI;1997;2713741;5316980
HTI;1998;2811191;5363489
HTI;1999;2911009;5408061
HTI;2000;3013114;5450688
HTI;2001;3206868;5401942
HTI;2002;3408428;5345720
HTI;2003;3617449;5282659
HTI;2004;3770733;5276349
HTI;2005;3920687;5274602
HTI;2006;4074700;5270084
HTI;2007;4232451;5262885
HTI;2008;4394109;5252461
HTI;2009;4558835;5239211
HTI;2010;4726821;5222497
HTI;2011;4897847;5202473
HTI;2012;5071849;5179073
HTI;2013;5248179;5152493
HTI;2014;5426831;5122176
HTI;2015;5607351;5088189
HTI;2016;5788114;5051862
HTI;2017;5968477;5013890
HTI;2018;6148673;4974510
HTI;2019;6328949;4934130
HTI;2020;6509478;4893055
HND;1960;463729;1574907
HND;1961;488840;1607567
HND;1962;515200;1640448
HND;1963;542895;1673817
HND;1964;572154;1707890
HND;1965;603017;1742988
HND;1966;635697;1779108
HND;1967;670214;1816204
HND;1968;706657;1854066
HND;1969;744940;1892575
HND;1970;785167;1931485
HND;1971;827378;1970747
HND;1972;871721;2010381
HND;1973;918305;2050673
HND;1974;965834;2093411
HND;1975;1012509;2140743
HND;1976;1061596;2189549
HND;1977;1113138;2239687
HND;1978;1167179;2290923
HND;1979;1223686;2342975
HND;1980;1282614;2395660
HND;1981;1344022;2448900
HND;1982;1407988;2502654
HND;1983;1474541;2556792
HND;1984;1543740;2611124
HND;1985;1615498;2665669
HND;1986;1689971;2720299
HND;1987;1767241;2774977
HND;1988;1846535;2830488
HND;1989;1924386;2890310
HND;1990;2004915;2950387
HND;1991;2088027;3010567
HND;1992;2173814;3070863
HND;1993;2262580;3131836
HND;1994;2355038;3193931
HND;1995;2451506;3257504
HND;1996;2552137;3322677
HND;1997;2656724;3388980
HND;1998;2764783;3455622
HND;1999;2875642;3521498
HND;2000;2988641;3585869
HND;2001;3103449;3648463
HND;2002;3229731;3699536
HND;2003;3358946;3747377
HND;2004;3490501;3792452
HND;2005;3623946;3835036
HND;2006;3759509;3874786
HND;2007;3896842;3911678
HND;2008;4035650;3945305
HND;2009;4175237;3975543
HND;2010;4315518;4001949
HND;2011;4455998;4024672
HND;2012;4597021;4043671
HND;2013;4738709;4059815
HND;2014;4882044;4073535
HND;2015;5027133;4085771
HND;2016;5174308;4096486
HND;2017;5323340;4105676
HND;2018;5474092;4113431
HND;2019;5626432;4119683
HND;2020;5780230;4124378
HKG;1960;2620415;455190
HKG;1961;2702168;465932
HKG;1962;2828656;476544
HKG;1963;2937424;483476
HKG;1964;3019108;485492
HKG;1965;3109377;488523
HKG;1966;3146833;483067
HKG;1967;3237272;485528
HKG;1968;3316715;485985
HKG;1969;3379985;483915
HKG;1970;3473191;485809
HKG;1971;3561442;483858
HKG;1972;3648314;475286
HKG;1973;3770528;471072
HKG;1974;3909419;468381
HKG;1975;4001832;459768
HKG;1976;4069679;448321
HKG;1977;4145727;437973
HKG;1978;4238137;429363
HKG;1979;4493175;436525
HKG;1980;4631623;431477
HKG;1981;4758050;425350
HKG;1982;4848078;416422
HKG;1983;4937590;407510
HKG;1984;5001316;396584
HKG;1985;5069901;386299
HKG;1986;5206825;317775
HKG;1987;5405272;175228
HKG;1988;5532437;95163
HKG;1989;5634683;51517
HKG;1990;5676947;27553
HKG;1991;5742337;9663
HKG;1992;5799282;1218
HKG;1993;5901000;0
HKG;1994;6035400;0
HKG;1995;6156100;0
HKG;1996;6435500;0
HKG;1997;6489300;0
HKG;1998;6543700;0
HKG;1999;6606500;0
HKG;2000;6665000;0
HKG;2001;6714300;0
HKG;2002;6744100;0
HKG;2003;6730800;0
HKG;2004;6783500;0
HKG;2005;6813200;0
HKG;2006;6857100;0
HKG;2007;6916300;0
HKG;2008;6957800;0
HKG;2009;6972800;0
HKG;2010;7024200;0
HKG;2011;7071600;0
HKG;2012;7150100;0
HKG;2013;7178900;0
HKG;2014;7229500;0
HKG;2015;7291300;0
HKG;2016;7336600;0
HKG;2017;7391700;0
HKG;2018;7451000;0
HKG;2019;7507400;0
HKG;2020;7481800;0
HUN;1960;5582136;4401831
HUN;1961;5650018;4379303
HUN;1962;5710839;4350895
HUN;1963;5768389;4319558
HUN;1964;5829329;4290506
HUN;1965;5888035;4259900
HUN;1966;5948507;4230146
HUN;1967;6013391;4203213
HUN;1968;6079237;4176578
HUN;1969;6147411;4151312
HUN;1970;6214324;4123586
HUN;1971;6276403;4091134
HUN;1972;6339439;4059050
HUN;1973;6404030;4028025
HUN;1974;6476897;4001823
HUN;1975;6559474;3981051
HUN;1976;6640071;3958606
HUN;1977;6715287;3932744
HUN;1978;6782725;3902097
HUN;1979;6839204;3864948
HUN;1980;6875576;3835546
HUN;1981;6895431;3816417
HUN;1982;6910744;3794791
HUN;1983;6919717;3769746
HUN;1984;6925194;3742901
HUN;1985;6931780;3716933
HUN;1986;6938994;3691570
HUN;1987;6946357;3666384
HUN;1988;6954686;3641801
HUN;1989;6898019;3583700
HUN;1990;6830026;3543962
HUN;1991;6816672;3556728
HUN;1992;6800940;3568401
HUN;1993;6780138;3577385
HUN;1994;6757831;3585524
HUN;1995;6735415;3593550
HUN;1996;6710863;3600375
HUN;1997;6684288;3606198
HUN;1998;6655715;3610855
HUN;1999;6623887;3613643
HUN;2000;6593735;3617236
HUN;2001;6588305;3599271
HUN;2002;6611324;3547284
HUN;2003;6633742;3495810
HUN;2004;6660205;3446941
HUN;2005;6694281;3392784
HUN;2006;6737243;3334127
HUN;2007;6779707;3276073
HUN;2008;6820246;3217942
HUN;2009;6861506;3161144
HUN;2010;6891116;3108907
HUN;2011;6916190;3055537
HUN;2012;6912310;3008052
HUN;2013;6920508;2972574
HUN;2014;6928924;2937544
HUN;2015;6939335;2903693
HUN;2016;6946267;2867756
HUN;2017;6955524;2832442
HUN;2018;6974963;2800601
HUN;2019;7000436;2770705
HUN;2020;7014452;2735697
ISL;1960;140986;34588
ISL;1961;144661;34368
ISL;1962;148268;34110
ISL;1963;151829;33824
ISL;1964;155450;33533
ISL;1965;159059;33227
ISL;1966;162665;32905
ISL;1967;166198;32553
ISL;1968;169365;32123
ISL;1969;171812;31557
ISL;1970;173568;30870
ISL;1971;175738;30360
ISL;1972;179084;30053
ISL;1973;182557;29760
ISL;1974;185790;29419
ISL;1975;188920;29059
ISL;1976;191538;28616
ISL;1977;193688;28111
ISL;1978;195917;27620
ISL;1979;198545;27190
ISL;1980;201355;26783
ISL;1981;204294;26461
ISL;1982;207668;26192
ISL;1983;211056;25921
ISL;1984;213929;25582
ISL;1985;216226;25179
ISL;1986;218415;24765
ISL;1987;221413;24446
ISL;1988;225500;24240
ISL;1989;228892;23960
ISL;1990;231255;23571
ISL;1991;234420;23377
ISL;1992;237854;23203
ISL;1993;240747;22978
ISL;1994;243303;22718
ISL;1995;245081;22387
ISL;1996;246857;22059
ISL;1997;249329;21799
ISL;1998;252455;21592
ISL;1999;255931;21450
ISL;2000;259836;21369
ISL;2001;263687;21281
ISL;2002;266425;21098
ISL;2003;268644;20877
ISL;2004;271378;20696
ISL;2005;276072;20662
ISL;2006;283000;20782
ISL;2007;290623;20943
ISL;2008;296449;20965
ISL;2009;297832;20667
ISL;2010;297604;20437
ISL;2011;298556;20458
ISL;2012;300190;20526
ISL;2013;303150;20614
ISL;2014;306653;20733
ISL;2015;309974;20841
ISL;2016;314424;21015
ISL;2017;322016;21384
ISL;2018;330898;21823
ISL;2019;338406;22157
ISL;2020;344101;22362
IND;1960;80756165;369791510
IND;1961;82882675;376759491
IND;1962;85456483;383620708
IND;1963;88127852;390697750
IND;1964;90901311;397946828
IND;1965;93760317;405363011
IND;1966;96712771;412918738
IND;1967;99765995;420634582
IND;1968;102932969;428580865
IND;1969;106238157;436846176
IND;1970;109705504;445484293
IND;1971;113522496;454345525
IND;1972;118082741;463004514
IND;1973;122837876;471932260
IND;1974;127793753;481008842
IND;1975;132920311;490182589
IND;1976;138219074;499411011
IND;1977;143699555;508709211
IND;1978;149379784;518120031
IND;1979;155285822;527709526
IND;1980;161444126;537508711
IND;1981;167521705;547863292
IND;1982;173152674;559086824
IND;1983;178956141;570472817
IND;1984;184906540;581926871
IND;1985;190975976;593384036
IND;1986;197165615;604809635
IND;1987;203469686;616212409
IND;1988;209894840;627574098
IND;1989;216442440;638892235
IND;1990;223096279;650181520
IND;1991;229752406;661520796
IND;1992;236274336;673032682
