c_id;date;amount_urban;amount_rural
EGY;1971;14773795;20538110
EGY;1972;15235327;20867343
EGY;1973;15704279;21192272
EGY;1974;16186598;21521546
EGY;1975;16688305;21860828
EGY;1976;17210387;22212344
EGY;1977;17668393;22661196
EGY;1978;18089501;23186227
EGY;1979;18530886;23736543
EGY;1980;18994489;24314574
EGY;1981;19480106;24920007
EGY;1982;19987197;25552098
EGY;1983;20516520;26211764
EGY;1984;21068787;26899856
EGY;1985;21643299;27615427
EGY;1986;22241761;28360599
EGY;1987;22812396;29179300
EGY;1988;23358965;30040278
EGY;1989;23893891;30894789
EGY;1990;24406148;31728330
EGY;1991;24890672;32533880
EGY;1992;25351103;33315709
EGY;1993;25795988;34084668
EGY;1994;26238204;34857600
EGY;1995;26687689;35646336
EGY;1996;27145813;36455819
EGY;1997;27681744;37210525
EGY;1998;28270159;37930100
EGY;1999;28862915;38652676
EGY;2000;29457843;39373718
EGY;2001;30055505;40097157
EGY;2002;30659221;40825823
EGY;2003;31267887;41558215
EGY;2004;31879899;42292174
EGY;2005;32495529;43028047
EGY;2006;33111796;43761874
EGY;2007;33700834;44531290
EGY;2008;34289704;45346377
EGY;2009;34919602;46215187
EGY;2010;35603060;47158184
EGY;2011;36347578;48181673
EGY;2012;37114895;49307345
EGY;2013;37919407;50485245
EGY;2014;38737024;51687644
EGY;2015;39551545;52891004
EGY;2016;40359122;54087949
EGY;2017;41185808;55256782
EGY;2018;42030815;56392787
EGY;2019;42895825;57492251
EGY;2020;43781728;58552675
SLV;1960;1060994;1705325
SLV;1961;1096710;1749891
SLV;1962;1132259;1798928
SLV;1963;1169315;1849909
SLV;1964;1207446;1902125
SLV;1965;1246302;1955008
SLV;1966;1285729;2008225
SLV;1967;1325619;2061765
SLV;1968;1366050;2115574
SLV;1969;1407019;2169815
SLV;1970;1448620;2224446
SLV;1971;1490833;2279227
SLV;1972;1548587;2318723
SLV;1973;1607235;2357038
SLV;1974;1666572;2393683
SLV;1975;1726315;2428374
SLV;1976;1786417;2461091
SLV;1977;1846662;2491789
SLV;1978;1906792;2519887
SLV;1979;1966220;2544907
SLV;1980;2024645;2566490
SLV;1981;2081757;2584604
SLV;1982;2137782;2599474
SLV;1983;2193069;2611867
SLV;1984;2248473;2622568
SLV;1985;2304352;2632451
SLV;1986;2360854;2641485
SLV;1987;2417922;2649609
SLV;1988;2475983;2657290
SLV;1989;2535504;2665104
SLV;1990;2596776;2673298
SLV;1991;2660090;2682100
SLV;1992;2725225;2691102
SLV;1993;2823039;2667439
SLV;1994;2931352;2630564
SLV;1995;3038770;2589832
SLV;1996;3144718;2545225
SLV;1997;3248779;2497509
SLV;1998;3351108;2446656
SLV;1999;3410870;2433964
SLV;2000;3468697;2419233
SLV;2001;3524432;2402569
SLV;2002;3578118;2384021
SLV;2003;3630072;2364003
SLV;2004;3680964;2342837
SLV;2005;3731013;2321111
SLV;2006;3780593;2298802
SLV;2007;3832861;2272949
SLV;2008;3904587;2227180
SLV;2009;3976013;2181665
SLV;2010;4047471;2136406
SLV;2011;4119159;2091408
SLV;2012;4191073;2046849
SLV;2013;4263187;2002889
SLV;2014;4335704;1959420
SLV;2015;4408609;1916512
SLV;2016;4481140;1874997
SLV;2017;4553135;1834989
SLV;2018;4624410;1796330
SLV;2019;4694699;1758851
SLV;2020;4763725;1722476
GNQ;1960;65206;190132
GNQ;1961;67657;191129
GNQ;1962;68791;193428
GNQ;1963;70020;195985
GNQ;1964;71478;199138
GNQ;1965;73224;203072
GNQ;1966;75390;208116
GNQ;1967;77854;213932
GNQ;1968;80163;219253
GNQ;1969;81664;222336
GNQ;1970;81936;222050
GNQ;1971;80825;218027
GNQ;1972;78561;210947
GNQ;1973;75597;202059
GNQ;1974;72604;193158
GNQ;1975;70117;185691
GNQ;1976;68196;179773
GNQ;1977;66822;175338
GNQ;1978;66360;173321
GNQ;1979;67219;174758
GNQ;1980;69661;180270
GNQ;1981;73931;190439
GNQ;1982;79864;204774
GNQ;1983;86764;221444
GNQ;1984;96243;235311
GNQ;1985;105424;246692
GNQ;1986;113921;255103
GNQ;1987;121852;261125
GNQ;1988;129472;265501
GNQ;1989;137255;269365
GNQ;1990;145647;273541
GNQ;1991;154733;278111
GNQ;1992;164443;282826
GNQ;1993;174840;287797
GNQ;1994;186039;293060
GNQ;1995;201161;295607
GNQ;1996;217619;298225
GNQ;1997;235468;300991
GNQ;1998;254764;303732
GNQ;1999;275466;306299
GNQ;2000;297586;308594
GNQ;2001;321086;310576
GNQ;2002;346134;312254
GNQ;2003;372910;313760
GNQ;2004;401728;315221
GNQ;2005;432777;316750
GNQ;2006;466233;318261
GNQ;2007;502050;319636
GNQ;2008;540133;320706
GNQ;2009;580245;321344
GNQ;2010;622236;321404
GNQ;2011;666013;320848
GNQ;2012;711522;319669
GNQ;2013;748580;327832
GNQ;2014;786523;335750
GNQ;2015;825201;343374
GNQ;2016;864455;350726
GNQ;2017;904178;357830
GNQ;2018;944327;364639
GNQ;2019;984809;371173
GNQ;2020;1025582;377403
ERI;1960;98733;908853
ERI;1961;104510;928810
ERI;1962;110694;949795
ERI;1963;117292;971567
ERI;1964;124283;993869
ERI;1965;131651;1016537
ERI;1966;139437;1039438
ERI;1967;147657;1062647
ERI;1968;153565;1089068
ERI;1969;159732;1116390
ERI;1970;166202;1144745
ERI;1971;172991;1174189
ERI;1972;180106;1204683
ERI;1973;187550;1236199
ERI;1974;195310;1268676
ERI;1975;203400;1302038
ERI;1976;211825;1336153
ERI;1977;220551;1371071
ERI;1978;229688;1407083
ERI;1979;239304;1444628
ERI;1980;249440;1483983
ERI;1981;260046;1524511
ERI;1982;271024;1565801
ERI;1983;282449;1608107
ERI;1984;295487;1650812
ERI;1985;315761;1688181
ERI;1986;337616;1727187
ERI;1987;360853;1766568
ERI;1988;384492;1801115
ERI;1989;406938;1824206
ERI;1990;426998;1831651
ERI;1991;443979;1822377
ERI;1992;458156;1799437
ERI;1993;470448;1768183
ERI;1994;482621;1735815
ERI;1995;496260;1707967
ERI;1996;511623;1684844
ERI;1997;528778;1666414
ERI;1998;549470;1656969
ERI;1999;575798;1661614
ERI;2000;609484;1682929
ERI;2001;651980;1722741
ERI;2002;703157;1777902
ERI;2003;760628;1840344
ERI;2004;820403;1899406
ERI;2005;879061;1947592
ERI;2006;935315;1982894
ERI;2007;989368;2007172
ERI;2008;1041346;2021436
ERI;2009;1079024;2040896
ERI;2010;1115201;2055236
ERI;2011;1149669;2064300
EST;1960;697034;514503
EST;1961;714269;510808
EST;1962;733452;508171
EST;1963;753250;505607
EST;1964;773863;503223
EST;1965;794190;500376
EST;1966;812599;495998
EST;1967;828812;490134
EST;1968;846346;484868
EST;1969;865089;480160
EST;1970;883329;476747
EST;1971;901671;475284
EST;1972;919299;473219
EST;1973;935590;470361
EST;1974;951152;467017
EST;1975;966085;463267
EST;1976;980438;459138
EST;1977;995091;455120
EST;1978;1009340;450848
EST;1979;1020447;447886
EST;1980;1029784;447435
EST;1981;1040236;447430
EST;1982;1050928;447486
EST;1983;1061357;447388
EST;1984;1071506;447111
EST;1985;1081872;446909
EST;1986;1093150;447040
EST;1987;1104917;447304
EST;1988;1115040;446860
EST;1989;1119881;448250
EST;1990;1117738;451436
EST;1991;1109251;452063
EST;1992;1086348;446743
EST;1993;1055960;438168
EST;1994;1030882;431632
EST;1995;1009954;426680
EST;1996;992487;423107
EST;1997;978597;420938
EST;1998;966608;419548
EST;1999;966817;423427
EST;2000;969061;427924
EST;2001;961159;426956
EST;2002;953352;425998
EST;2003;945646;425074
EST;2004;938279;424271
EST;2005;931205;423570
EST;2006;924006;422804
EST;2007;918084;422596
EST;2008;913914;423176
EST;2009;910446;424069
EST;2010;906655;424820
EST;2011;902194;425245
EST;2012;899089;423607
EST;2013;897846;420151
EST;2014;897427;417118
EST;2015;899949;415458
EST;2016;902145;413645
EST;2017;905267;412117
EST;2018;910578;411399
EST;2019;916207;410648
EST;2020;920385;409094
SWZ;1960;13170;323408
SWZ;1961;14884;328462
SWZ;1962;16807;333348
SWZ;1963;18979;338300
SWZ;1964;21454;343666
SWZ;1965;24283;349642
SWZ;1966;27470;356350
SWZ;1967;30511;364249
SWZ;1968;33919;372589
SWZ;1969;37691;381048
SWZ;1970;41853;389398
SWZ;1971;46431;397548
SWZ;1972;51481;405558
SWZ;1973;57032;413529
SWZ;1974;63177;421570
SWZ;1975;69986;429773
SWZ;1976;77531;438071
SWZ;1977;82361;449892
SWZ;1978;86883;462904
SWZ;1979;91709;476607
SWZ;1980;96866;490986
SWZ;1981;102353;506021
SWZ;1982;108177;521635
SWZ;1983;114335;537777
SWZ;1984;120848;554392
SWZ;1985;127693;571384
SWZ;1986;134886;588713
SWZ;1987;142405;606229
SWZ;1988;150190;623584
SWZ;1989;158127;640371
SWZ;1990;166146;656277
SWZ;1991;174184;671083
SWZ;1992;182225;684770
SWZ;1993;190271;697435
SWZ;1994;198379;709243
SWZ;1995;206555;720281
SWZ;1996;214838;730668
SWZ;1997;222366;741050
SWZ;1998;224882;755040
SWZ;1999;226825;767280
SWZ;2000;228092;777340
SWZ;2001;228619;784989
SWZ;2002;228523;790531
SWZ;2003;228043;794753
SWZ;2004;227487;798800
SWZ;2005;227118;803457
SWZ;2006;227008;809087
SWZ;2007;227600;815051
SWZ;2008;231461;818487
SWZ;2009;235412;822050
SWZ;2010;239376;825465
SWZ;2011;243351;828678
SWZ;2012;246606;832679
SWZ;2013;249963;836880
SWZ;2014;253487;841535
SWZ;2015;257241;846797
SWZ;2016;261332;852662
SWZ;2017;265736;859072
SWZ;2018;270422;865852
SWZ;2019;275334;872799
SWZ;2020;280423;879741
ETH;1960;1424992;20726292
ETH;1961;1507634;21163559
ETH;1962;1596238;21625147
ETH;1963;1690640;22107778
ETH;1964;1791228;22605782
ETH;1965;1897784;23115850
ETH;1966;2010258;23630782
ETH;1967;2128691;24151444
ETH;1968;2225606;24718780
ETH;1969;2328912;25323803
ETH;1970;2440287;25974793
ETH;1971;2561012;26687638
ETH;1972;2690971;27449828
ETH;1973;2824958;28211712
ETH;1974;2956415;28904938
ETH;1975;3080824;29486031
ETH;1976;3194879;29933272
ETH;1977;3300643;30276597
ETH;1978;3406129;30587172
ETH;1979;3522585;30965221
ETH;1980;3658251;31483452
ETH;1981;3817959;32166572
ETH;1982;4000296;32994950
ETH;1983;4203323;33939356
ETH;1984;4422527;34951819
ETH;1985;4655890;35996256
ETH;1986;4901174;37064522
ETH;1987;5160079;38169159
ETH;1988;5434867;39322338
ETH;1989;5728512;40543796
ETH;1990;6043927;41843937
ETH;1991;6383316;43226660
ETH;1992;6744718;44678873
ETH;1993;7125616;46169940
ETH;1994;7519514;47661479
ETH;1995;7888014;49159892
ETH;1996;8247227;50636304
ETH;1997;8610539;52086904
ETH;1998;8981735;53525989
ETH;1999;9363838;54979170
ETH;2000;9761537;56463272
ETH;2001;10174157;57985265
ETH;2002;10604081;59538009
ETH;2003;11049316;61121265
ETH;2004;11510093;62729415
ETH;2005;11986371;64359939
ETH;2006;12478999;66010206
ETH;2007;13001477;67672866
ETH;2008;13689471;69226765
ETH;2009;14413056;70820867
ETH;2010;15178365;72461597
ETH;2011;15986316;74153612
ETH;2012;16839220;75887762
ETH;2013;17717911;77667882
ETH;2014;18635948;79458316
ETH;2015;19590312;81245141
ETH;2016;20581864;83021597
ETH;2017;21609825;84790101
ETH;2018;22678264;86546146
ETH;2019;23788710;88290017
ETH;2020;24941349;90022234
FRO;1960;7404;27220
FRO;1961;7766;27308
FRO;1962;8156;27365
FRO;1963;8561;27404
FRO;1964;8982;27427
FRO;1965;9414;27429
FRO;1966;9816;27467
FRO;1967;10076;27629
FRO;1968;10342;27789
FRO;1969;10613;27947
FRO;1970;10903;28105
FRO;1971;11212;28244
FRO;1972;11531;28384
FRO;1973;11861;28534
FRO;1974;12190;28657
FRO;1975;12522;28770
FRO;1976;12857;28867
FRO;1977;13191;28942
FRO;1978;13338;29201
FRO;1979;13428;29513
FRO;1980;13516;29823
FRO;1981;13599;30126
FRO;1982;13679;30422
FRO;1983;13760;30723
FRO;1984;13850;31045
FRO;1985;13946;31382
FRO;1986;14056;31756
FRO;1987;14179;32161
FRO;1988;14291;32542
FRO;1989;14351;32808
FRO;1990;14464;32812
FRO;1991;14681;32442
FRO;1992;14899;31847
FRO;1993;15084;31193
FRO;1994;15281;30567
FRO;1995;15545;30080
FRO;1996;15887;29737
FRO;1997;16188;29601
FRO;1998;16434;29660
FRO;1999;16649;29779
FRO;2000;16983;29755
FRO;2001;17472;29527
FRO;2002;17960;29275
FRO;2003;18366;29073
FRO;2004;18682;28918
FRO;2005;18988;28743
FRO;2006;19187;28606
FRO;2007;19293;28532
FRO;2008;19385;28437
FRO;2009;19475;28339
FRO;2010;19564;28239
FRO;2011;19646;28169
FRO;2012;19723;28120
FRO;2013;19813;28088
FRO;2014;19906;28059
FRO;2015;20009;28046
FRO;2016;20125;28048
FRO;2017;20255;28071
FRO;2018;20400;28097
FRO;2019;20554;28123
FRO;2020;20718;28147
FJI;1960;116789;276691
FJI;1961;123183;284061
FJI;1962;129972;291701
FJI;1963;137012;299291
FJI;1964;144132;306406
FJI;1965;151167;312793
FJI;1966;158069;318330
FJI;1967;163978;323995
FJI;1968;169576;329368
FJI;1969;175192;334516
FJI;1970;180937;339624
FJI;1971;186849;344773
FJI;1972;192916;349927
FJI;1973;199104;355039
FJI;1974;205382;360036
FJI;1975;211743;364883
FJI;1976;218097;369464
FJI;1977;223279;375020
FJI;1978;228330;381053
FJI;1979;233834;387750
FJI;1980;239951;395361
FJI;1981;246865;404167
FJI;1982;254415;413866
FJI;1983;262004;423493
FJI;1984;268787;431691
FJI;1985;274195;437575
FJI;1986;277935;440707
FJI;1987;283853;437923
FJI;1988;289784;433140
FJI;1989;295964;428638
FJI;1990;303167;425408
FJI;1991;311669;423729
FJI;1992;321283;423187
FJI;1993;331677;423285
FJI;1994;342326;423281
FJI;1995;352789;422639
FJI;1996;363031;421358
FJI;1997;370461;422275
FJI;1998;377054;423094
FJI;1999;383114;423188
FJI;2000;388539;422472
FJI;2001;393125;420798
FJI;2002;396965;418292
FJI;2003;400572;415506
FJI;2004;404671;413193
FJI;2005;409743;411863
FJI;2006;416120;411749
FJI;2007;423586;412599
FJI;2008;432366;412990
FJI;2009;440971;412665
FJI;2010;448575;411241
FJI;2011;454892;408559
FJI;2012;460180;404885
FJI;2013;464880;400722
FJI;2014;469753;396694
FJI;2015;475368;393264
FJI;2016;481873;390533
FJI;2017;489114;388346
FJI;2018;496945;386545
FJI;2019;505049;384906
FJI;2020;513187;383257
FIN;1960;2449145;1980489
FIN;1961;2512483;1948522
FIN;1962;2567399;1924044
FIN;1963;2623429;1899880
FIN;1964;2675999;1872544
FIN;1965;2722631;1841101
FIN;1966;2770510;1810359
FIN;1967;2823091;1782653
FIN;1968;2873315;1753154
FIN;1969;2908731;1715054
FIN;1970;2934402;1671905
FIN;1971;2975881;1636243
FIN;1972;3032758;1606899
FIN;1973;3088806;1577275
FIN;1974;3143576;1546998
FIN;1975;3195817;1515623
FIN;1976;3243412;1482252
FIN;1977;3289888;1449014
FIN;1978;3336370;1416158
FIN;1979;3381500;1383190
FIN;1980;3428217;1351318
FIN;1981;3481318;1318646
FIN;1982;3541666;1285267
FIN;1983;3603091;1252696
FIN;1984;3662085;1219718
FIN;1985;3716264;1185942
FIN;1986;3765683;1152471
FIN;1987;3812087;1120036
FIN;1988;3858255;1088226
FIN;1989;3906513;1057858
FIN;1990;3957581;1028850
FIN;1991;4003120;1010620
FIN;1992;4040047;1001945
FIN;1993;4073879;992568
FIN;1994;4105674;982659
FIN;1995;4135420;972370
FIN;1996;4162332;962241
FIN;1997;4187218;952617
FIN;1998;4210769;942729
FIN;1999;4232899;932575
FIN;2000;4253964;922245
FIN;2001;4273258;914750
FIN;2002;4290649;909949
FIN;2003;4307931;905083
FIN;2004;4327463;900709
FIN;2005;4349276;896820
FIN;2006;4372951;893317
FIN;2007;4398523;890197
FIN;2008;4426008;887391
FIN;2009;4454167;884704
FIN;2010;4492880;870472
FIN;2011;4543014;845258
FIN;2012;4593267;820704
FIN;2013;4629925;809047
FIN;2014;4651843;809669
FIN;2015;4669930;809601
FIN;2016;4686120;809183
FIN;2017;4699884;808330
FIN;2018;4709266;806259
FIN;2019;4717991;803615
FIN;2020;4728699;800844
FRA;1960;28849501;17772187
FRA;1961;29575876;17664650
FRA;1962;30414329;17490550
FRA;1963;31433929;17148695
FRA;1964;32441971;16788614
FRA;1965;33413444;16404575
FRA;1966;34337825;15992443
FRA;1967;35216563;15559225
FRA;1968;35944653;15230854
FRA;1969;36427404;15134429
FRA;1970;36918577;15039170
FRA;1971;37424022;14947298
FRA;1972;37937158;14855993
FRA;1973;38445788;14761956
FRA;1974;38934759;14657476
FRA;1975;39330005;14601385
FRA;1976;39578997;14641036
FRA;1977;39798466;14669243
FRA;1978;40001631;14690235
FRA;1979;40205365;14711745
FRA;1980;40423458;14738052
FRA;1981;40659218;14771060
FRA;1982;40911632;14807308
FRA;1983;41177475;14846300
FRA;1984;41450444;14887231
FRA;1985;41726189;14928514
FRA;1986;42005649;14970477
FRA;1987;42289350;15013292
FRA;1988;42572025;15055081
FRA;1989;42846777;15093422
FRA;1990;43127042;15108674
FRA;1991;43467989;15091320
FRA;1992;43785893;15065323
FRA;1993;44077092;15029666
FRA;1994;44342929;14984271
FRA;1995;44604031;14937873
FRA;1996;44863819;14889276
FRA;1997;45123543;14841298
FRA;1998;45390690;14795594
FRA;1999;45743981;14752727
FRA;2000;46214923;14697577
FRA;2001;46709572;14647860
FRA;2002;47206862;14598404
FRA;2003;47699496;14545384
FRA;2004;48209409;14495492
FRA;2005;48730237;14449119
FRA;2006;49228312;14393064
FRA;2007;49690036;14326191
FRA;2008;50127509;14247470
FRA;2009;50547195;14159840
FRA;2010;50961405;14066100
FRA;2011;51373808;13968981
FRA;2012;51791148;13868666
FRA;2013;52228059;13770626
FRA;2014;52647802;13664265
FRA;2015;53009026;13539246
FRA;2016;53323902;13400202
FRA;2017;53654868;13263152
FRA;2018;53979477;13122453
FRA;2019;54275936;12972990
FRA;2020;54560881;12819027
PYF;1960;33013;45067
PYF;1961;34878;45827
PYF;1962;36941;46711
PYF;1963;39419;47428
PYF;1964;42166;47966
PYF;1965;45018;48424
PYF;1966;47951;48768
PYF;1967;50974;49016
PYF;1968;54124;49205
PYF;1969;57437;49377
PYF;1970;60948;49542
PYF;1971;64288;50097
PYF;1972;67176;51262
PYF;1973;70189;52452
PYF;1974;73286;53633
PYF;1975;76444;54785
PYF;1976;79654;55905
PYF;1977;82776;57117
PYF;1978;85287;58986
PYF;1979;87841;60893
PYF;1980;90450;62848
PYF;1981;93111;64843
PYF;1982;95805;66874
PYF;1983;98524;68932
PYF;1984;101184;71065
PYF;1985;103798;73226
PYF;1986;106406;75401
PYF;1987;109003;77585
PYF;1988;111524;79736
PYF;1989;113706;82022
PYF;1990;115650;84256
PYF;1991;117361;86355
PYF;1992;118886;88352
PYF;1993;120328;90316
PYF;1994;121837;92359
PYF;1995;123505;94559
PYF;1996;125375;96948
PYF;1997;127685;99169
PYF;1998;130149;101413
PYF;1999;132579;103638
PYF;2000;134894;105787
PYF;2001;137079;107850
PYF;2002;139148;109828
PYF;2003;142127;110580
PYF;2004;145485;110510
PYF;2005;148584;110196
PYF;2006;151389;109618
PYF;2007;153913;108804
PYF;2008;156236;107828
PYF;2009;158469;106787
PYF;2010;160714;105735
PYF;2011;163001;104701
PYF;2012;165322;103673
PYF;2013;166479;103853
PYF;2014;167465;104248
PYF;2015;168468;104651
PYF;2016;169507;105069
PYF;2017;170591;105517
PYF;2018;171696;105977
PYF;2019;172869;106416
PYF;2020;174090;106814
GAB;1960;87150;413772
GAB;1961;92712;413081
GAB;1962;100181;411104
GAB;1963;108292;409281
GAB;1964;117145;407746
GAB;1965;126806;406551
GAB;1966;137393;405726
GAB;1967;148946;405108
GAB;1968;161429;404334
GAB;1969;174662;402982
GAB;1970;188581;400736
GAB;1971;204699;395909
GAB;1972;221627;390078
GAB;1973;239386;383528
GAB;1974;258218;376521
GAB;1975;278254;369284
GAB;1976;299580;361818
GAB;1977;322125;354139
GAB;1978;345935;346143
GAB;1979;370958;337830
GAB;1980;397175;329160
GAB;1981;424476;320219
GAB;1982;445922;318010
GAB;1983;468317;315739
GAB;1984;491733;313384
GAB;1985;516131;310976
GAB;1986;541577;308475
GAB;1987;568016;305855
GAB;1988;596693;301779
GAB;1989;626204;297510
GAB;1990;656508;292985
GAB;1991;687558;288227
GAB;1992;719336;283237
GAB;1993;751721;278048
GAB;1994;781531;275721
GAB;1995;811511;273440
GAB;1996;841987;270957
GAB;1997;873005;268327
GAB;1998;904527;265534
GAB;1999;936488;262570
GAB;2000;968917;259442
GAB;2001;1001790;256218
GAB;2002;1035389;252921
GAB;2003;1070252;249694
GAB;2004;1107101;246687
GAB;2005;1146536;244014
GAB;2006;1188550;241594
GAB;2007;1233155;239410
GAB;2008;1281023;237515
GAB;2009;1332880;236045
GAB;2010;1389181;234965
GAB;2011;1450331;234298
GAB;2012;1515815;233862
GAB;2013;1583686;233384
GAB;2014;1651170;232631
GAB;2015;1716265;231425
GAB;2016;1778160;229722
GAB;2017;1837187;227625
GAB;2018;1893996;225279
GAB;2019;1949693;222885
GAB;2020;2005203;220525
GMB;1960;44277;320772
GMB;1961;45925;326511
GMB;1962;47619;332267
GMB;1963;49858;337777
GMB;1964;54163;341849
GMB;1965;58896;346362
GMB;1966;64121;351357
GMB;1967;69876;356746
GMB;1968;76196;362394
GMB;1969;83071;368157
GMB;1970;90540;373864
GMB;1971;98633;379473
GMB;1972;107417;385007
GMB;1973;116409;391019
GMB;1974;123879;399371
GMB;1975;131897;408088
GMB;1976;140529;417281
GMB;1977;149806;426949
GMB;1978;159706;436834
GMB;1979;170136;446634
GMB;1980;181069;456183
GMB;1981;192382;465199
GMB;1982;204200;473911
GMB;1983;217117;483081
GMB;1984;232271;493417
GMB;1985;249555;506236
GMB;1986;269376;521765
GMB;1987;291635;539376
GMB;1988;315792;557648
GMB;1989;340853;574778
GMB;1990;366108;589487
GMB;1991;391212;601459
GMB;1992;416333;611143
GMB;1993;441170;619691
GMB;1994;464737;629482
GMB;1995;489374;639203
GMB;1996;515203;648888
GMB;1997;542096;658426
GMB;1998;570243;667881
GMB;1999;599747;677371
GMB;2000;630760;686948
GMB;2001;663374;696696
GMB;2002;697680;706583
GMB;2003;733010;716915
GMB;2004;767537;728987
GMB;2005;803056;740689
GMB;2006;839503;751941
GMB;2007;877006;762840
GMB;2008;915780;773508
GMB;2009;956056;784221
GMB;2010;998130;795069
GMB;2011;1042056;806086
GMB;2012;1087862;817158
GMB;2013;1135416;828292
GMB;2014;1184628;839409
GMB;2015;1235413;850447
GMB;2016;1287718;861416
GMB;2017;1341601;872299
GMB;2018;1397012;883080
GMB;2019;1453952;893744
GMB;2020;1512397;904267
GEO;1960;1570123;2075477
GEO;1961;1613251;2090349
GEO;1962;1656450;2103850
GEO;1963;1699844;2116256
GEO;1964;1743144;2127156
GEO;1965;1785661;2135939
GEO;1966;1825872;2140828
GEO;1967;1863779;2142021
GEO;1968;1900892;2141408
GEO;1969;1939040;2141260
GEO;1970;1977799;2142101
GEO;1971;2017973;2145027
GEO;1972;2058158;2147142
GEO;1973;2096177;2146323
GEO;1974;2134443;2145057
GEO;1975;2170431;2140769
GEO;1976;2206460;2135940
GEO;1977;2241969;2130131
GEO;1978;2275678;2122022
GEO;1979;2310615;2119585
GEO;1980;2345408;2122292
GEO;1981;2379998;2124502
GEO;1982;2415679;2127121
GEO;1983;2452585;2130315
GEO;1984;2489286;2132914
GEO;1985;2527012;2135888
GEO;1986;2565458;2139042
GEO;1987;2602758;2140742
GEO;1988;2644850;2145850
GEO;1989;2655120;2148180
GEO;1990;2642925;2159075
GEO;1991;2650025;2185875
GEO;1992;2658933;2214567
GEO;1993;2667710;2243390
GEO;1994;2615350;2220726
GEO;1995;2507764;2149958
GEO;1996;2407551;2084148
GEO;1997;2321114;2028799
GEO;1998;2254204;1989403
GEO;1999;2198282;1958910
GEO;2000;2146120;1931011
GEO;2001;2103451;1910922
GEO;2002;2086373;1892142
GEO;2003;2087702;1864034
GEO;2004;2090052;1837288
GEO;2005;2091919;1810550
GEO;2006;2095077;1785270
GEO;2007;2099115;1761043
GEO;2008;2107603;1740846
GEO;2009;2103652;1710767
GEO;2010;2102941;1683754
GEO;2011;2100564;1655877
GEO;2012;2099468;1629406
GEO;2013;2107360;1610308
GEO;2014;2122558;1596856
GEO;2015;2140097;1585179
GEO;2016;2155877;1571628
GEO;2017;2170854;1557150
GEO;2018;2184950;1541599
GEO;2019;2196346;1523815
GEO;2020;2213266;1509450
DEU;1960;51978188;20836712
DEU;1961;52609561;20768071
DEU;1962;53122383;20903401
DEU;1963;53664331;21050022
DEU;1964;54147106;21171231
DEU;1965;54659677;21304018
DEU;1966;55166778;21433533
DEU;1967;55468832;21482504
DEU;1968;55765529;21528785
DEU;1969;56259360;21650322
DEU;1970;56496072;21673217
DEU;1971;56645245;21667597
DEU;1972;56961784;21726668
DEU;1973;57186457;21750209
DEU;1974;57253758;21713675
DEU;1975;57085531;21588023
DEU;1976;56885943;21451007
DEU;1977;56801863;21357951
DEU;1978;56796181;21295639
DEU;1979;56865826;21260524
DEU;1980;57028530;21260046
DEU;1981;57229147;21178760
DEU;1982;57267174;21066192
DEU;1983;57114118;21014164
DEU;1984;56792461;21066224
DEU;1985;56485448;21199425
DEU;1986;56438249;21282187
DEU;1987;56695484;21144436
DEU;1988;57044790;21099829
DEU;1989;57469536;21281747
DEU;1990;58079842;21353187
DEU;1991;58625381;21388515
DEU;1992;59146205;21478393
DEU;1993;59647492;21508871
DEU;1994;60028206;21410142
DEU;1995;60378049;21300002
DEU;1996;60725922;21188909
DEU;1997;60986289;21048482
DEU;1998;61167004;20880191
DEU;1999;61376500;20723743
DEU;2000;61629857;20581651
DEU;2001;61902439;20447486
DEU;2002;62174878;20313617
DEU;2003;62376854;20157322
DEU;2004;62529997;19986263
DEU;2005;62660267;19809155
DEU;2006;62753557;19622894
DEU;2007;62833410;19432962
DEU;2008;62875807;19234290
DEU;2009;62877220;19025087
DEU;2010;62940432;18836498
DEU;2011;61940177;18334806
DEU;2012;62064608;18361215
DEU;2013;62242278;18403327
DEU;2014;62510392;18472108
DEU;2015;63062064;18624547
DEU;2016;63592936;18755733
DEU;2017;63861626;18795376
DEU;2018;64096118;18809664
DEU;2019;64294010;18798952
DEU;2020;64410589;18750282
GHA;1960;1542823;5092406
GHA;1961;1629688;5218603
GHA;1962;1722165;5349801
GHA;1963;1818826;5481298
GHA;1964;1917837;5606633
GHA;1965;2017446;5722017
GHA;1966;2116864;5824554
GHA;1967;2216514;5916289
GHA;1968;2318446;6003327
GHA;1969;2425905;6094113
GHA;1970;2529624;6205869
GHA;1971;2617855;6355392
GHA;1972;2712776;6516864
GHA;1973;2811041;6682511
GHA;1974;2908058;6841040
GHA;1975;3000677;6985269
GHA;1976;3087287;7111877
GHA;1977;3169782;7225671
GHA;1978;3252694;7337571
GHA;1979;3342949;7462369
GHA;1980;3445416;7610696
GHA;1981;3562000;7786287
GHA;1982;3691512;7985316
GHA;1983;3831726;8201833
GHA;1984;3995739;8409920
GHA;1985;4205299;8578318
GHA;1986;4422201;8742638
GHA;1987;4647395;8904626
GHA;1988;4882024;9065023
GHA;1989;5126894;9226515
GHA;1990;5383529;9389745
GHA;1991;5652576;9554784
GHA;1992;5933400;9719945
GHA;1993;6224295;9882461
GHA;1994;6523645;10038032
GHA;1995;6829443;10184615
GHA;1996;7141466;10321038
GHA;1997;7459805;10449172
GHA;1998;7786740;10570419
